Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
1,0:06:33.00,16,Matthew Feldman,M,USA,27/07/2012,Time Trial,https://www.youtube.com/watch?v=hYjbu2Bbj88
2,0:06:59.00,0,Stefan Nygard,M,SWE,20/09/2025,Time trial ,"https://strava.app.link/AVrjakhhOWb

https://youtu.be/s3sHh8pzFbk?si=R8XiY5wvvW5qcWr2

"
3,0:07:41.00,0,Billy Gillen,M,USA,1989,Time Trial,"https://www.dev.juggle.org/history/archives/jugmags/45-2/45-2,p11.htm"
4,0:10:36.00,0,Ben Schoenberg,M,Unknown,20/07/1996,"IJA, Rapid City",https://dev.juggle.org/history/champs/champs1996.php
5,0:10:37.00,0,Barry Goldmeier,M,USA,20/07/1996,"IJA, Rapid City",https://dev.juggle.org/history/champs/champs1996.php
6,0:13:27.00,0,Scott Jenkins,M,GBR,20/04/2024,"British Joggler Meetup, Darlington",Manually recorded by Chris Edwin
