Distance,Gender,Finish Time,IAAF Points,Joggler,Nationality,Date,Event / Venue,Notes / Result Links
3b 100m,M,0:00:14.94,221,Samuel Tittelein,FRA,04/08/2026,European Joggling Championships 2026 - Day 3 Qualifying,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
3c 100m,M,0:00:19.60,0,Samuel Tittelein,FRA,04/08/2026,European Joggling Championships 2026 - Day 3 Qualifying,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
3b 400m,M,0:01:14.25,25,Samuel Tittelein,FRA,02/08/2026,European Joggling Championships 2026 - Day 1 Qualifying,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
3b Mile,M,0:07:26.00,0,Samuel Tittelein,FRA,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
3b 5km,M,0:23:29.00,2,Paul Cahen,FRA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
3c 5km,M,0:30:36.00,0,Launay Lucien,FRA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
3c Marathon,M,4:49:33.00,0,Johan Swartvagher,FRA,05/05/2024,Loire Marathon,https://marathonview.net/result/74618499 https://jogging-international.net/actualites/il-va-courir-un-marathon-en-jonglant/ https://www.instagram.com/johanswartvagher/ First recorded club marathon!
