Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
185,0:28:36.00,0,Peter Rottenbach,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
186,0:28:44.00,0,Krzysztof Riewold,M,POL,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
186,0:28:44.00,0,Gil Pontius,M,Unknown,17/07/2002,"IJA, Reading, Pennsylvania",https://dev.juggle.org/history/champs/champs2002.php
188,0:28:47.00,0,Mario Jakobs,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
189,0:28:48.00,0,Jean-Guy Beaudry,M,CAN,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
189,0:28:48.00,0,Axel Buard,M,FRA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
191,0:28:52.60,0,Jamie Tucker-Foltz,M,USA,09/11/2013,Anthem 5km,https://www.broomfieldenterprise.com/2013/11/11/jogglers-hit-broomfield-trails-to-set-world-record/  https://www.webscorer.com/racedetails?raceid=15527  https://recordsetter.com/world-record/people-running-5k-race-while-juggling/33978?autoplay=false
192,0:29:01.00,0,Andrew Hodge,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
193,0:29:04.00,0,Tilman Kortenhaus,M,DEU,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
194,0:29:15.00,0,Arnav Rathi,M,Unknown,15/07/2025,"IJA, Evansville",IJA Database
195,0:29:16.00,0,John Riden,M,USA,28/09/2019,Mill Race 5km,https://www.strava.com/activities/2746941936
196,0:29:17.00,0,Sean C,M,IRL,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
197,0:29:21.00,0,Will Be,M,GBR,26/11/2017,Time Trial,https://www.instagram.com/p/Bb9dKsdl_Yj/
198,0:29:21.40,0,Jesse Carpenter,M,USA,09/11/2013,Anthem 5km,https://www.broomfieldenterprise.com/2013/11/11/jogglers-hit-broomfield-trails-to-set-world-record/  https://www.webscorer.com/racedetails?raceid=15527  https://recordsetter.com/world-record/people-running-5k-race-while-juggling/33978?autoplay=false
199,0:29:21.60,0,Bucky Buckbinder,M,USA,09/11/2013,Anthem 5km,https://www.broomfieldenterprise.com/2013/11/11/jogglers-hit-broomfield-trails-to-set-world-record/  https://www.webscorer.com/racedetails?raceid=15527  https://recordsetter.com/world-record/people-running-5k-race-while-juggling/33978?autoplay=false
200,0:29:23.00,0,Draco Tong,M,Unknown,15/07/2024,"IJA, Green Bay",IJA Database
201,0:29:33.00,0,Terry Odom,M,USA,17/07/2007,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2007.php
202,0:29:46.00,0,Klaus Neucaror,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
203,0:29:55.00,0,Tom Aulenkamp,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
204,0:30:04.30,0,Andrew Pratt,M,USA,09/11/2013,Anthem 5km,https://www.broomfieldenterprise.com/2013/11/11/jogglers-hit-broomfield-trails-to-set-world-record/  https://www.webscorer.com/racedetails?raceid=15527  https://recordsetter.com/world-record/people-running-5k-race-while-juggling/33978?autoplay=false
205,0:30:07.00,0,Markus Loehr,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
205,0:30:07.00,0,Gavin Hossack,M,Unknown,2017,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
207,0:30:09.00,0,Pawel Matula,M,CZE,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
208,0:30:16.00,0,Iunya Inoue,M,JPN,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
209,0:30:17.00,0,David Pavlove Cunsolo,M,Unknown,2018,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
210,0:30:19.00,0,Carter Randall,M,Unknown,15/07/2017,"IJA, Cedar Rapids",https://www.juggle.org/enewsletter/2017-07
211,0:30:43.00,0,Attila Suszter,M,HUN,08/12/2024,"Penny Santa Run, Budapest ","https://www.instagram.com/p/DDgja3fsVKk/
https://www.strava.com/activities/13072721737
https://bsieredmenylista.hu/penny-mikulasfutas-2024/penny-mikulasfutas-5km/"
212,0:30:46.00,0,Nils Berg,M,DEU,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
213,0:30:56.00,0,Vlad Benesu,M,ROU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
214,0:31:01.00,0,Meilyr Wyn,M,GBR,12/05/2018,Penrhyn Parkrun,https://www.parkrun.org.uk/penrhyn/results/173/ https://www.facebook.com/watch/?v=1277876379022609
215,0:31:11.00,0,Seebe Raelafs,M,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
216,0:31:14.00,0,Sina Klisch,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
217,0:31:20.00,0,Elias Loehr,M,DEU,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
218,0:31:43.00,0,Benjamin Go,M,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
219,0:31:45.00,0,Jakob Schatz,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
220,0:32:01.00,0,Jon Ong,M,SGP,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
221,0:32:04.00,0,Kevin Sawers,M,GBR,02/04/2023,Southampton 5km,https://www.strava.com/activities/8817698457   https://dbmaxresults.co.uk/results.aspx?CId=16421&RId=405&EId=6&dt=0&PageNo=2&adv=0
222,0:32:29.00,0,Dillon Hutyra,M,USA,01/09/2024,"Westfest Kolache 5k, Texas",https://strava.app.link/0iasDm3DzOb       https://runsignup.com/Race/Results/33545/IndividualResult/BQHt?resultSetId=483825#U42910459
223,0:32:33.00,0,Andrew Ruiz,M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
224,0:33:59.00,0,Ting-En Chang,M,TWN,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
225,0:34:11.00,0,Nick Burns,M,GBR,21/10/2023,Morecambe Prom Parkrun,https://www.parkrun.org.uk/morecambeprom/results/163
226,0:34:20.00,0,Nathan V,M,FRA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
227,0:34:29.00,0,Guillaume Moretie,M,BEL,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
228,0:34:40.00,0,Hugo Segoufin-Chollet,M,FRA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
229,0:34:45.00,0,Eric Malikowski,M,Unknown,2017,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
230,0:34:56.00,0,Dana Lee Ling,M,FSM,29/06/2024,"Olympic Day 5k, Micronesia",https://strava.app.link/xCOoiGAPLLb
231,0:35:44.00,0,Martin Bartsch,M,DEU,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
232,0:35:52.00,0,Jonas Tasch,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
233,0:36:02.00,0,Mark Jolin,M,Unknown,2019,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
234,0:36:30.00,0,Quentin Dombro,M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
235,0:36:31.90,0,Jon Conley,M,USA,09/11/2013,Anthem 5km,https://www.broomfieldenterprise.com/2013/11/11/jogglers-hit-broomfield-trails-to-set-world-record/  https://www.webscorer.com/racedetails?raceid=15527  https://recordsetter.com/world-record/people-running-5k-race-while-juggling/33978?autoplay=false
236,0:36:40.00,0,Jonas Eberlein,M,DEU,13/10/2024,"Bad Hersfeld, Germany",https://www.davengo.com/event/result/bad-hersfelder-lollslauf-2024/detail/Vj9TrAOlht7LL6RMmcvmAbzzXCIlgPSmoOSyPZS0inc
237,0:36:42.00,0,Jannis Wockenfub,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
238,0:37:08.30,0,William Murphy,M,USA,09/11/2013,Anthem 5km,https://www.broomfieldenterprise.com/2013/11/11/jogglers-hit-broomfield-trails-to-set-world-record/  https://www.webscorer.com/racedetails?raceid=15527  https://recordsetter.com/world-record/people-running-5k-race-while-juggling/33978?autoplay=false
239,0:37:43.00,0,Gordon Cornell,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
240,0:37:44.00,0,Di-Hong Tay,M,SGP,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
241,0:38:07.00,0,Ryusuke Thu,M,JPN,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
242,0:38:11.00,0,Todd Warner,M,Unknown,19/07/2005,"IJA, Davenport, Iowa",https://dev.juggle.org/history/champs/champs2005.php
243,0:38:15.00,0,Johannes Blank,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
244,0:38:19.00,0,Nate Ycas,M,USA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
245,0:38:28.00,0,Reggie L,M,GBR,07/05/2022,Pymmes Parkrun,https://www.parkrun.org.uk/pymmes/results/503/ https://www.parkrun.org.uk/pymmes/news/2022/05/09/pymmes-parkrun-ppr-503-the-art-of-avoidance/
246,0:38:29.00,0,Onur,M,TUR,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
247,0:39:22.00,0,Florian Veenendoaluz,M,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
248,0:39:27.00,0,Anton Bartsch,M,DEU,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
249,0:42:13.78,0,Nick Leonardi,M,Unknown,15/07/2025,"IJA, Evansville",IJA Database
250,0:42:17.00,0,Johan Kattem,M,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
251,0:42:27.00,0,Ketan Abhonkar,M,IND,10/12/2023,Bajaj Allianz Pune Half Marathon,https://sportstimingsolutions.in/share.php?event_id=77750&bib=8591
252,0:42:28.00,0,Jorn Wildering,M,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
253,0:44:27.00,0,Danny Decreus,M,BEL,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
254,0:46:35.00,0,David Harrison,M,GBR,12/10/2024,Southwick Country Parkrun,https://www.parkrun.org.uk/southwickcountrypark/news/category/run-reports/page/4/
255,0:47:53.00,0,Scott Randall,M,Unknown,15/07/2017,"IJA, Cedar Rapids",https://www.juggle.org/enewsletter/2017-07
256,1:00:00.00,0,Christian Gonzales,M,USA,23/09/2023,"Dempsey Challenge, Maine",Time estimated by taking the difference of the timestamp of finish line video and starting line video
257,1:24:52.00,0,Magnus Brannies,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
