Distance,Gender,Finish Time,IAAF Points,Joggler,Nationality,Date,Event / Venue,Notes / Result Links
3b 100m,F,0:01:38.47,0,Jess East,GBR,04/08/2026,European Joggling Championships 2026 - Day 3 Qualifying,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
3b 5km,F,0:30:20.00,63,EJ Coldham,GBR,19/12/2020,5km Joggling Challenge,https://www.strava.com/activities/4491314701/overview
3b 10km,F,0:58:23.00,173,EJ Coldham,GBR,24/09/2023,Chester Zoo,https://www.strava.com/activities/9909298131
