Date,Year,Distance,Event / Venue,Joggler,Gender,Nationality,Finish Time,Drops,Notes / Result Links,total_seconds,IAAF Points
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Ilia Poliakov,M,ISR,0:00:33.70,?,https://vk.com/wall-16055255_8154,33.7,16
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Dmitry Kozlov,M,RUS,0:00:34.20,?,https://vk.com/wall-16055255_8154,34.2,8
25/7/2021,2021,4b 60m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Peter Zaitsev,M,RUS,0:00:34.40,?,https://vk.com/wall-16055255_8154,34.4,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Yaroshenko Stepan,M,RUS,0:00:36.30,?,https://vk.com/wall-16055255_8154,36.3,0
25/7/2021,2021,3b 60m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Pavel Stulikov,M,RUS,0:00:41.00,?,https://vk.com/wall-16055255_8154,41.0,0
25/7/2021,2021,5b 60m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Korunkov Evgeny,M,RUS,0:00:41.20,?,https://vk.com/wall-16055255_8154,41.2,0
25/7/2021,2021,3c 60m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Alexander Dekhtyarev,M,RUS,0:00:42.20,?,https://vk.com/wall-16055255_8154,42.2,0
25/7/2021,2021,4b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Ilia Poliakov,M,ISR,0:00:43.10,?,https://vk.com/wall-16055255_8154,43.1,0
25/7/2021,2021,3? 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Shvetsov Vladislav,M,RUS,0:00:44.90,?,https://vk.com/wall-16055255_8154,44.9,0
25/7/2021,2021,3? 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Ilia Poliakov,M,ISR,0:00:48.60,?,https://vk.com/wall-16055255_8154,48.6,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Artem Chusovitin,M,RUS,0:00:49.70,?,https://vk.com/wall-16055255_8154,49.7,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Peter Zaitsev,M,RUS,0:00:49.80,?,https://vk.com/wall-16055255_8154,49.8,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Crack Ivan,M,RUS,0:00:50.80,?,https://vk.com/wall-16055255_8154,50.8,0
25/7/2021,2021,3c 60m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Shchipakin Konstantin,M,RUS,0:00:55.60,?,https://vk.com/wall-16055255_8154,55.6,0
25/7/2021,2021,4b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Dmitry Kozlov,M,RUS,0:00:56.50,?,https://vk.com/wall-16055255_8154,56.5,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Alexander Khlebodarov,M,RUS,0:00:57.80,?,https://vk.com/wall-16055255_8154,57.8,0
25/7/2021,2021,3b 60m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Diana Diane,F,RUS,0:00:58.40,?,https://vk.com/wall-16055255_8154,58.4,0
25/7/2021,2021,3? 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Dmitry Kozlov,M,RUS,0:00:58.70,?,https://vk.com/wall-16055255_8154,58.7,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Antonina Tsvetkova,F,RUS,0:00:58.80,?,https://vk.com/wall-16055255_8154,58.8,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Alexander Dekhtyarev,M,RUS,0:00:59.70,?,https://vk.com/wall-16055255_8154,59.7,0
25/7/2021,2021,3c 60m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Julia Novikova,F,RUS,0:01:01.00,?,https://vk.com/wall-16055255_8154,61.0,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Kirill Sergeev,M,RUS,0:01:02.25,?,https://vk.com/wall-16055255_8154,62.25,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Aleksandra Korsakova,F,RUS,0:01:07.38,?,https://vk.com/wall-16055255_8154,67.38,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Kiryushkin Anton,M,RUS,0:01:09.54,?,https://vk.com/wall-16055255_8154,69.54,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Ulezlo Elvira,F,RUS,0:01:18.00,?,https://vk.com/wall-16055255_8154,78.0,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Jurabayeva Yasya,F,RUS,0:01:21.00,?,https://vk.com/wall-16055255_8154,81.0,0
25/7/2021,2021,3? 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Ulezlo Elvira,F,RUS,0:01:24.00,?,https://vk.com/wall-16055255_8154,84.0,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Shchipakin Konstantin,M,RUS,0:01:27.00,?,https://vk.com/wall-16055255_8154,87.0,0
25/7/2021,2021,4b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Peter Zaitsev,M,RUS,0:01:36.00,?,https://vk.com/wall-16055255_8154,96.0,0
25/7/2021,2021,5b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Dmitry Kozlov,M,RUS,0:01:39.00,?,https://vk.com/wall-16055255_8154,99.0,0
25/7/2021,2021,3? 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Antonina Tsvetkova,F,RUS,0:01:47.03,?,https://vk.com/wall-16055255_8154,107.03,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Julia Novikova,F,RUS,0:01:52.40,?,https://vk.com/wall-16055255_8154,112.4,0
25/7/2021,2021,5b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Ilia Poliakov,M,ISR,0:02:00.00,?,https://vk.com/wall-16055255_8154,120.0,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Diana Diane,F,RUS,0:02:10.00,?,https://vk.com/wall-16055255_8154,130.0,0
25/7/2021,2021,3b 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Julia Len,F,RUS,0:02:11.00,?,https://vk.com/wall-16055255_8154,131.0,0
25/7/2021,2021,3? 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Alexander Dekhtyarev,M,RUS,0:02:41.00,?,https://vk.com/wall-16055255_8154,161.0,0
25/7/2021,2021,3? 200m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Julia Novikova,F,RUS,0:03:07.00,?,https://vk.com/wall-16055255_8154,187.0,0
25/7/2021,2021,3b 1000m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Yaroshenko Stepan,M,RUS,0:03:45.00,?,https://vk.com/wall-16055255_8154,225.0,24
25/7/2021,2021,3b 1000m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Ilia Poliakov,M,ISR,0:03:55.00,?,https://vk.com/wall-16055255_8154,235.0,2
25/7/2021,2021,3b 1000m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Peter Zaitsev,M,RUS,0:04:11.00,?,https://vk.com/wall-16055255_8154,251.0,0
25/7/2021,2021,3b 1000m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Kiryushkin Anton,M,RUS,0:05:10.00,?,https://vk.com/wall-16055255_8154,310.0,0
25/7/2021,2021,3b 1000m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Crack Ivan,M,RUS,0:05:34.00,?,https://vk.com/wall-16055255_8154,334.0,0
25/7/2021,2021,3b 1000m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Artem Chusovitin,M,RUS,0:05:54.00,?,https://vk.com/wall-16055255_8154,354.0,0
25/7/2021,2021,3b 1000m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Ulezlo Elvira,F,RUS,0:06:03.00,?,https://vk.com/wall-16055255_8154,363.0,0
25/7/2021,2021,3b 1000m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Alexander Khlebodarov,M,RUS,0:06:28.00,?,https://vk.com/wall-16055255_8154,388.0,0
25/7/2021,2021,3b 1000m,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",Alexander Dekhtyarev,M,RUS,0:06:36.00,?,https://vk.com/wall-16055255_8154,396.0,0
21/07/2021,2021,3b Mile,"Harrisburg Mile Race, PA",Tim Ebersole,M,USA,0:05:47.00,?,https://falconracetiming.com/racetimes/Harrisburg%20Mile%20Overall%202021.htm,347.0,162
10/07/2021,2021,3b Ultra (40m),Dukeries 40,Tim Butler,M,GBR,8:21:43.00,?,Marathon #57: https://www.joggling.co.uk/Marathon-List,30103.0,0
19/06/2021,2021,3b Ultra (28m),The Halo Chesterfield,Tim Butler,M,GBR,5:50:08.00,?,Marathon #56: https://www.joggling.co.uk/Marathon-List,21008.0,0
13/06/2021,2021,3b Half Marathon,"Dumb Dutchman Half Marathon, Reading, PA",Tim Ebersole,M,USA,1:36:35.00,?,https://www.pretzelcitysports.com/wp-content/uploads/2021/06/21-dd-half-results.pdf,5795.0,152
23/05/2021,2021,3b Marathon,Peterborough Marathon,Tim Butler,M,GBR,4:29:17.00,?,Marathon #55: https://www.joggling.co.uk/Marathon-List,16157.0,0
08/05/2021,2021,3b Marathon,Colliery Canter,Tim Butler,M,GBR,5:10:02.00,?,Marathon #54: https://www.joggling.co.uk/Marathon-List,18602.0,0
28/04/2021,2021,3b Mile,Time Trial,Koutaro Kawano,M,JPN,0:06:17.00,?,https://www.strava.com/activities/5204608300,377.0,50
24/04/2021,2021,3b 5km,Time Trial,Toon Witters,M,BEL,0:22:19.00,15,https://www.strava.com/activities/5182010335,1339.0,28
04/04/2021,2021,3b 10km,N Kolay ?stanbul Yar? Maratonu 2021,Ferda Tekgül,M,TUR,0:48:21.00,?,https://event.spor.istanbul/eventresults.aspx,2901.0,32
19/12/2020,2020,3b 5km,5km Joggling Challenge,EJ Coldham,F,GBR,0:30:20.00,?,https://www.strava.com/activities/4491314701/overview,1820.0,63
29/11/2020,2020,3b Marathon,Space Coast Marathon,Barak Hirschowitz,M,USA,4:46:03.00,?,https://marathonview.net/search?query=barak%20hirschowitz,17163.0,0
26/11/2020,2020,3b 10km,"Newport Turkey Trot 10k, PA",Tim Ebersole,M,USA,0:44:32.00,?,https://resultscui.active.com/events/2020NewportTurkeyTrot,2672.0,120
26/10/2020,2020,3b 10km,?stanbulu Ko?uyorum Caddebostan Gazi Ko?usu 2020,Ferda Tekgül,M,TUR,0:52:29.00,?,https://event.spor.istanbul/eventresults.aspx,3149.0,0
11/10/2020,2020,3b 10km,?stanbulu Ko?uyorum Bak?rköy Etab? 2020,Ferda Tekgül,M,TUR,0:50:55.00,?,https://event.spor.istanbul/eventresults.aspx,3055.0,4
12/09/2020,2020,3b Half Marathon,"Harrisburg Half Marathon, PA",Tim Ebersole,M,USA,1:29:56.00,0,https://falconracetiming.com/racetimes/Harrisburg%20Half%20Overall%202020.htm,5396.0,268
29/08/2020,2020,3b Marathon,Temple Newsam Marathon,Tim Butler,M,GBR,4:53:01.00,?,Marathon #53: https://www.joggling.co.uk/Marathon-List,17581.0,0
22/08/2020,2020,3b Mile,Time Trial,Charlie Freeman,M,USA,0:05:06.00,1,https://www.tiktok.com/@cfreeman77/video/6863613020333985029,306.0,416
14/07/2020,2020,3b Mile,Time Trial,Aaron Scott,M,USA,0:05:21.00,1,https://www.youtube.com/watch?v=OM97KJQIVAM,321.0,310
25/04/2020,2020,3b 50km,Time Trial,John Riden,M,USA,10:49:11.00,?,https://www.strava.com/activities/3353955376,38951.0,0
16/04/2020,2020,5b Mile,Time Trial,Scott Jenkins,M,GBR,0:15:21.00,?,https://www.strava.com/activities/3307180189,921.0,0
03/04/2020,2020,3b 5km,Time Trial,Aaron Scott,M,USA,0:17:47.00,1,https://www.youtube.com/watch?v=NYNBRc9AKHE,1067.0,386
08/03/2020,2020,3b Marathon,Los Angeles Marathon,Justin Delong,M,USA,4:03:25.00,?,https://www.instagram.com/p/B9n74FxlkSX/  http://results2.xacte.com/#/e/2353/searchable,14605.0,18
29/02/2020,2020,5b 5km,Cross Flats Parkrun,Dominic Lodge,M,GBR,0:50:00.00,?,"https://www.facebook.com/profile/100064422740314/search?q=juggle https://www.parkrun.org.uk/crossflatts/results/352/
",3000.0,0
25/02/2020,2020,3b Marathon,Salcey Forest Marathon,Tim Butler,M,GBR,4:56:07.00,?,Marathon #52: https://www.joggling.co.uk/Marathon-List,17767.0,0
25/01/2020,2020,3b Ultra (30m),Waterways 30,Tim Butler,M,GBR,6:36:21.00,?,Marathon #51: https://www.joggling.co.uk/Marathon-List,23781.0,0
18/01/2020,2020,3b Ultra (27m),Pierrepont 6 Hour,Tim Butler,M,GBR,4:27:53.00,?,Marathon #50: https://www.joggling.co.uk/Marathon-List,16073.0,0
12/01/2020,2020,3b Marathon,Langsett Marathon,Tim Butler,M,GBR,5:29:33.00,?,Marathon #49: https://www.joggling.co.uk/Marathon-List,19773.0,0
04/01/2020,2020,3b 5km,Gloucester City Parkrun,Jordan Evans,M,GBR,0:20:18.00,0,https://www.strava.com/activities/2980542307,1218.0,136
01/01/2020,2020,3b 5km,"Faelledparken Parkrun, Copenhagen",Malachy Kelly,M,IRL,0:25:57.00,?,https://www.parkrun.dk/faelledparken/results/429/    https://www.facebook.com/481403242254926/posts/pfbid02KABLv52gBKhJZQ76bSg44CHmNtbLAhoz1YM2cWETaQqrXSZNDPGs1dQz7ETtByRzl/?app=fbl,1557.0,0
01/01/2020,2020,3b 5km,"Amager Faelled Parkrun, Copenhagen",Malachy Kelly,M,IRL,0:27:18.00,?,https://www.parkrun.dk/amager/results/569/   https://www.facebook.com/481403242254926/posts/pfbid02KABLv52gBKhJZQ76bSg44CHmNtbLAhoz1YM2cWETaQqrXSZNDPGs1dQz7ETtByRzl/?app=fbl,1638.0,0
25/12/2019,2019,3b 5km,Sligo Parkrun,Malachy Kelly,M,IRL,0:23:36.00,?,https://www.parkrun.ie/sligo/results/254/,1416.0,1
21/12/2019,2019,3b 5km,Gloucester City Parkrun,Jordan Evans,M,GBR,0:22:03.00,2,https://www.strava.com/activities/2971205774,1323.0,38
21/12/2019,2019,3b 5km,Burnham and Highbridge Parkrun,Scott Jenkins,M,GBR,0:23:01.00,?,,1381.0,9
14/12/2019,2019,3b Marathon,Elsecar Marathon,Tim Butler,M,GBR,4:59:36.00,?,Marathon #48: https://www.joggling.co.uk/Marathon-List,17976.0,0
14/12/2019,2019,3b 5km,"Killarney House Parkrun, Ireland",Malachy Kelly,M,IRL,0:24:20.00,?,https://www.facebook.com/killarneyhouseparkrun/videos/473825933533323/?app=fbl     https://www.parkrun.ie/killarneyhouse/results/22/,1460.0,0
08/12/2019,2019,3b 10km,Bebek Etab? ?stanbulu Ko?uyorum,Ferda Tekgül,M,TUR,0:49:51.00,?,https://event.spor.istanbul/eventresults.aspx,2991.0,13
08/12/2019,2019,3b 15km,"Bruggenloop, Rotterdam",Roy van Rijn,M,NLD,1:45:43.00,?,https://marathonphotos.live/Event/Sports%2FNFNL%2F2019%2FBruggenloop%20Rotterdam/9626#free   https://twitter.com/royvanrijn/status/1203735661641175040?t=gGl1n9Ktl6OiiY0rAWW56w&s=19,6343.0,0
07/12/2019,2019,3b 4.5km,Gossau Christmas Run 10k,Daniel Raum,M,AUT,0:20:17.00,?,https://www.alphafoto.com/images.php?runID=1206&sn=9091    https://www.datasport.com/live/startlist/?racenr=21167,1217.0,0
01/12/2019,2019,3b 5km,"JSRC Navesink Challenge, New Jersey",Karly Swaim,F,USA,0:32:18.00,?,https://runsignup.com/Race/Results/38943/#resultSetId-182064;page:2;perpage:100,1938.0,21
28/11/2019,2019,3b 5km,"New Cumberland Turkey Trot 5k, PA",Tim Ebersole,M,USA,0:20:41.00,?,https://falconracetiming.com/racetimes/SMT%20Turkey%20Trot%20AG%202019.htm#%201%20M,1241.0,110
23/11/2019,2019,3b 5km,Mallow Castle Parkrun,Malachy Kelly,M,IRL,0:25:06.00,?,https://www.facebook.com/481403242254926/posts/880304059031507/?mibextid=rS40aB7S9Ucbxw6v,1506.0,0
16/11/2019,2019,3b Marathon,Rother Valley Park Marathon,Tim Butler,M,GBR,4:29:54.00,?,Marathon #47: https://www.joggling.co.uk/Marathon-List,16194.0,0
11/11/2019,2019,3b 10km,Olsztyn Independence Run,Jarek Widomski,M,POL,0:48:22.00,?,,2902.0,32
03/11/2019,2019,3b 15km,Istanbul,Ferda Tekgül,M,TUR,1:29:50.00,?,https://event.spor.istanbul/eventresults.aspx,5390.0,0
03/11/2019,2019,3b Marathon,New York City Marathon,Barak Hirschowitz,M,USA,4:54:10.00,?,https://www.nyrr.org/tcsnycmarathon/getinspired/photos-and-stories/2020/jack-hirschowitz,17650.0,0
03/11/2019,2019,3b Marathon,New York City Marathon,Jack Hirschowitz,M,USA,4:56:52.00,?,https://results.nyrr.org/event/M2019/finishers#search=Hirschowitz&page=1,17812.0,0
28/10/2019,2019,3b Mile,Time Trial (GWR),David Rush,M,USA,0:07:54.00,?,Blindfolded! https://www.youtube.com/watch?v=TdYXwSeqxOk,474.0,0
20/10/2019,2019,3b 10km,Sarasota 10km,Barak Hirschowitz,M,USA,0:56:18.00,?,,3378.0,0
20/10/2019,2019,3b Half Marathon,Amsterdam,Necmi Oztoprak,M,TUR,1:50:51.00,0,https://www.instagram.com/p/B32bLemgnSv/,6651.0,13
13/10/2019,2019,3b 10km,Munich,Necmi Oztoprak,M,TUR,0:46:14.00,0,https://www.instagram.com/p/B3mGtkLAt7M/  https://www.abavent.de/anmeldeservice/muenchenmarathon2019/ergebnisse?en#3_CF93CE,2774.0,74
13/10/2019,2019,3b Marathon,Chicago Marathon,Perry Romanowski,M,USA,3:43:46.00,?,https://chicago-history.r.mikatiming.com/2021/?pid=search,13426.0,90
06/10/2019,2019,3b 10km,?stanbulu Ko?uyorum Bak?rköy Etab? 2019,Ferda Tekgül,M,TUR,0:55:51.00,?,https://event.spor.istanbul/eventresults.aspx,3351.0,0
06/10/2019,2019,3b Half Marathon,Bridlington Half Marathon,Pete Barnard,M,GBR,2:11:16.00,2,https://www.sportstimingsolutions.co.uk/rcd_mobile.php?id=355&bib=114,7876.0,0
06/10/2019,2019,3b Marathon,"3-Länder-Marathon, Lindau, Germany",Daniel Raum,M,AUT,3:21:37.00,?,https://bregenz.r.mikatiming.de/2019/?pid=search,12097.0,234
05/10/2019,2019,4b 10km,"Runinaddu, Maldives ",Michal Kapral,M,CAN,0:55:48.00,?,https://runningmagazine.ca/the-scene/michal-kapral-sets-worlds-first-4-ball-joggling-10k-record-in-paradise/,3348.0,0
28/09/2019,2019,3b 5km,Mill Race 5km,John Riden,M,USA,0:29:16.00,4,https://www.strava.com/activities/2746941936,1756.0,0
22/09/2019,2019,3b Marathon,Rutland Water Marathon,Tim Butler,M,GBR,4:49:25.00,?,Marathon #46: https://www.joggling.co.uk/Marathon-List,17365.0,0
15/09/2019,2019,3b 10km,Tübingen Heritage Run,Peter Rottenbach,M,DEU,0:58:45.00,?,https://my.raceresult.com/119388/#0_E863AF ,3525.0,0
14/09/2019,2019,3b 10km,VI Run Grand Prix Warsaw,Jarek Widomski,M,POL,0:45:15.00,2,,2715.0,99
08/09/2019,2019,3b Half Marathon,Harrisburg Half Marathon,Tim Ebersole,M,USA,1:32:59.00,2,https://falconracetiming.com/racetimes/Harrisburg%20Half%20Marathon%20Overall%202019.htm,5579.0,211
08/09/2019,2019,3b Half Marathon,Maybank Bali Marathon,Levent Denizci,M,TUR,2:14:32.00,3,https://www.instagram.com/p/B2qhaW0g48r/  https://www.instagram.com/p/B2Llfk0AXco/,8072.0,0
01/09/2019,2019,3b Marathon,York Turbin Challenge,Tim Butler,M,GBR,4:55:00.00,?,Marathon #45: https://www.joggling.co.uk/Marathon-List,17700.0,0
25/08/2019,2019,3b Marathon,Santa Rosa Marathon,Barak Hirschowitz,M,USA,4:31:11.00,?,https://marathonview.net/search?query=barak%20hirschowitz,16271.0,0
15/08/2019,2019,3b Half Marathon,Aleksandrow Zodzki Half Marathon,Jarek Widomski,M,POL,1:44:35.00,0,,6275.0,56
27/07/2019,2019,3b Ultra (44.9m),Dusk Till Dawn,Tim Butler,M,GBR,12:00:00.00,?,Marathon #44: https://www.joggling.co.uk/Marathon-List,43200.0,0
17/07/2019,2019,3b 10km,Bungay 10km,John Jervis,M,GBR,0:47:42.00,7,https://www.runbritainrankings.com/results/results.aspx?meetingid=297940&event=10KMT&venue=Bungay&date=17-Jul-19,2862.0,43
06/07/2019,2019,3b Marathon,York Interstellar Marathon,Tim Butler,M,GBR,4:20:58.00,?,Marathon #43: https://www.joggling.co.uk/Marathon-List,15658.0,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Mark Fiore,M,USA,0:00:08.28,?,IJA Database,8.28,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Sterling Franklin,M,USA,0:00:08.75,?,IJA Database,8.75,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Bennett Santora,M,0,0:00:08.78,?,IJA Database,8.78,0
29/06/2019,2019,5b 60m,"IJA, Fort Wayne",Mark Fiore,M,USA,0:00:08.94,?,IJA Database,8.94,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Nicolas Souren,M,0,0:00:09.48,?,IJA Database,9.48,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Mike Moore,M,USA,0:00:09.59,?,IJA Database,9.59,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Jacob Heimer,M,0,0:00:10.27,?,IJA Database,10.27,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Craig Muhlenkamp,M,USA,0:00:10.32,?,IJA Database,10.32,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Izaak Jolin,M,0,0:00:10.52,?,IJA Database,10.52,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",David Pavlove Cunsolo,M,0,0:00:10.56,?,IJA Database,10.56,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Gabrielle Foran,F,CAN,0:00:10.81,?,IJA Database,10.81,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Joshua Black,M,0,0:00:10.98,?,IJA Database,10.98,0
29/06/2019,2019,5b 60m,"IJA, Fort Wayne",Bennett Santora,M,0,0:00:11.25,?,IJA Database,11.25,0
29/06/2019,2019,5b 60m,"IJA, Fort Wayne",Kyle Albrecht,M,0,0:00:11.44,?,IJA Database,11.44,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Heather Marriott,F,USA,0:00:12.20,?,IJA Database,12.2,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Caleb Black,M,0,0:00:12.31,?,IJA Database,12.31,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Mark Jolin,M,0,0:00:12.65,?,IJA Database,12.65,0
29/06/2019,2019,5b 60m,"IJA, Fort Wayne",David Pavlove Cunsolo,M,0,0:00:14.04,?,IJA Database,14.04,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Laura Kaseman,F,0,0:00:14.31,?,IJA Database,14.31,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",JoAnn Ireland,F,USA,0:00:14.40,?,IJA Database,14.4,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Becky Kresser,F,0,0:00:14.66,?,IJA Database,14.66,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Anthony Zeszut,M,0,0:00:14.72,?,IJA Database,14.72,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Owen Gerba,M,0,0:00:14.98,?,IJA Database,14.98,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Len Ferman,M,USA,0:00:17.19,?,IJA Database,17.19,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Daniel James,M,0,0:00:18.06,?,IJA Database,18.06,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Shane Kaseman,M,0,0:00:18.78,?,IJA Database,18.78,0
29/06/2019,2019,5b 60m,"IJA, Fort Wayne",Nicolas Souren,M,0,0:00:19.01,?,IJA Database,19.01,0
29/06/2019,2019,5b 60m,"IJA, Fort Wayne",Mike Moore,M,USA,0:00:20.75,?,IJA Database,20.75,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Josh Dibbin,M,0,0:00:23.06,?,IJA Database,23.06,0
29/06/2019,2019,5b 60m,"IJA, Fort Wayne",Len Ferman,M,USA,0:00:24.28,?,IJA Database,24.28,0
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Riley McLincha,M,USA,0:00:25.06,?,IJA Database,25.06,0
29/06/2019,2019,5b 60m,"IJA, Fort Wayne",Heather Marriott,F,USA,0:00:29.04,?,IJA Database,29.04,0
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Mark Fiore,M,USA,0:00:29.38,?,IJA Database,29.38,189
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Sterling Franklin,M,USA,0:00:31.25,?,IJA Database,31.25,91
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Nestor Sokhan,M,0,0:00:31.94,?,IJA Database,31.94,0
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Kyle Albrecht,M,0,0:00:33.21,?,IJA Database,33.21,26
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Len Ferman,M,USA,0:00:33.81,?,IJA Database,33.81,14
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Mike Moore,M,USA,0:00:34.16,?,IJA Database,34.16,8
29/06/2019,2019,3b 60m,"IJA, Fort Wayne",Sarah Kresser,F,0,0:00:34.47,?,IJA Database,34.47,0
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Nicolas Souren,M,0,0:00:34.50,?,IJA Database,34.5,4
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Owen Gerba,M,0,0:00:35.06,?,IJA Database,35.06,0
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Aaron Scott,M,USA,0:00:36.81,?,IJA Database,36.81,0
29/06/2019,2019,7b 60m,"IJA, Fort Wayne",Kyle Albrecht,M,0,0:00:36.91,?,IJA Database,36.91,0
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Bennett Santora,M,0,0:00:37.84,?,IJA Database,37.84,0
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",David Pavlove Cunsolo,M,0,0:00:39.23,?,IJA Database,39.23,0
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Izaak Jolin,M,0,0:00:40.84,?,IJA Database,40.84,0
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Nestor Sokhan,M,0,0:00:41.31,?,IJA Database,41.31,0
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Adam Hellman,M,0,0:00:41.93,?,IJA Database,41.93,0
29/06/2019,2019,3b 200m,"IJA, Fort Wayne",Craig Muhlenkamp,M,USA,0:00:42.16,?,IJA Database,42.16,0
