Date,Year,Distance,Event / Venue,Joggler,Gender,Nationality,Finish Time,Drops,Notes / Result Links,total_seconds,IAAF Points
24/09/2006,2006,3b Marathon,Toronto Waterfront Marathon,Michal Kapral,M,CAN,2:57:44.00,8,,10664.0,465
24/09/2006,2006,3b Marathon,Toronto Waterfront Marathon,Perry Romanowski,M,USA,3:28:54.00,?,https://marathonview.net/result/53088739,12534.0,179
10/09/2006,2006,3b 10km,Toronto Island Run,Michal Kapral,M,CAN,0:36:27.00,?,,2187.0,489
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Trey Newsome,M,0,0:00:14.03,?,https://dev.juggle.org/history/champs/champs2006.php,14.03,215
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Riley Wiklund,M,0,0:00:14.90,?,https://dev.juggle.org/history/champs/champs2006.php,14.9,107
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Anders Kierulf,M,0,0:00:15.06,?,https://dev.juggle.org/history/champs/champs2006.php,15.06,91
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Sam Nerenhaus,M,0,0:00:16.15,?,https://dev.juggle.org/history/champs/champs2006.php,16.15,17
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Mike Monson,M,0,0:00:16.57,?,https://dev.juggle.org/history/champs/champs2006.php,16.57,4
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Marco Paoletti,M,0,0:00:16.90,?,https://dev.juggle.org/history/champs/champs2006.php,16.9,0
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Tom McClintock,M,0,0:00:17.08,?,https://dev.juggle.org/history/champs/champs2006.php,17.08,0
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Daniel Rose,M,0,0:00:17.10,?,https://dev.juggle.org/history/champs/champs2006.php,17.1,0
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Kyler McClintock,M,0,0:00:17.65,?,https://dev.juggle.org/history/champs/champs2006.php,17.65,0
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Colin Kulstad,M,0,0:00:20.00,?,https://dev.juggle.org/history/champs/champs2006.php,20.0,0
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Jonny Langholz,M,0,0:00:20.00,?,https://dev.juggle.org/history/champs/champs2006.php,20.0,0
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Lauren Rice,F,0,0:00:20.70,?,https://dev.juggle.org/history/champs/champs2006.php,20.7,16
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Kelsey Harr,F,0,0:00:23.18,?,https://dev.juggle.org/history/champs/champs2006.php,23.18,0
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Justin Kolas,M,0,0:00:23.30,?,https://dev.juggle.org/history/champs/champs2006.php,23.3,0
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Amanda Richter,F,0,0:00:23.72,?,https://dev.juggle.org/history/champs/champs2006.php,23.72,0
18/07/2006,2006,3b 100m,"IJA, Portland, Oregon",Aubree Kolas,F,0,0:00:26.20,?,https://dev.juggle.org/history/champs/champs2006.php,26.2,0
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Trey Newsome,M,0,0:00:29.55,?,https://dev.juggle.org/history/champs/champs2006.php,29.55,179
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Marco Paoletti,M,0,0:00:32.25,?,https://dev.juggle.org/history/champs/champs2006.php,32.25,53
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Anders Kierulf,M,0,0:00:32.78,?,https://dev.juggle.org/history/champs/champs2006.php,32.78,37
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Tom McClintock,M,0,0:00:34.97,?,https://dev.juggle.org/history/champs/champs2006.php,34.97,1
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Sam Nerenhaus,M,0,0:00:35.80,?,https://dev.juggle.org/history/champs/champs2006.php,35.8,0
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Mike Monson,M,0,0:00:35.85,?,https://dev.juggle.org/history/champs/champs2006.php,35.85,0
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Daniel Rose,M,0,0:00:36.82,?,https://dev.juggle.org/history/champs/champs2006.php,36.82,0
18/07/2006,2006,5b 100m,"IJA, Portland, Oregon",Marco Paoletti,M,0,0:00:36.84,?,https://dev.juggle.org/history/champs/champs2006.php,36.84,0
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Colin Revere,M,0,0:00:40.96,?,https://dev.juggle.org/history/champs/champs2006.php,40.96,0
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Kyler McClintock,M,0,0:00:41.60,?,https://dev.juggle.org/history/champs/champs2006.php,41.6,0
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Justin Kolas,M,0,0:00:44.14,?,https://dev.juggle.org/history/champs/champs2006.php,44.14,0
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Colin Kulstad,M,0,0:00:46.94,?,https://dev.juggle.org/history/champs/champs2006.php,46.94,0
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Amanda Richter,F,0,0:00:47.00,?,https://dev.juggle.org/history/champs/champs2006.php,47.0,0
18/07/2006,2006,5b 100m,"IJA, Portland, Oregon",Kyler McClintock,M,0,0:00:48.33,?,https://dev.juggle.org/history/champs/champs2006.php,48.33,0
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Zoe Roy,F,0,0:00:51.73,?,https://dev.juggle.org/history/champs/champs2006.php,51.73,0
18/07/2006,2006,5b 100m,"IJA, Portland, Oregon",Sam Nerenhaus,M,0,0:00:52.28,?,https://dev.juggle.org/history/champs/champs2006.php,52.28,0
18/07/2006,2006,5b 100m,"IJA, Portland, Oregon",Jonny Langholz,M,0,0:00:57.28,?,https://dev.juggle.org/history/champs/champs2006.php,57.28,0
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Trey Newsome,M,0,0:01:01.00,?,https://dev.juggle.org/history/champs/champs2006.php,61.0,330
18/07/2006,2006,3b 200m,"IJA, Portland, Oregon",Aubree Kolas,F,0,0:01:01.40,?,https://dev.juggle.org/history/champs/champs2006.php,61.4,0
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Marco Paoletti,M,0,0:01:09.00,?,https://dev.juggle.org/history/champs/champs2006.php,69.0,101
18/07/2006,2006,3b 4x100m,"IJA, Portland, Oregon","Lana Bolin, Kelsey Deutch, Sam Nerenhaus, Marco Paoletti",Mixed,0,0:01:14.00,?,https://dev.juggle.org/history/champs/champs2006.php,74.0,0
18/07/2006,2006,5b 100m,"IJA, Portland, Oregon",Lauren Rice,F,0,0:01:14.38,?,https://dev.juggle.org/history/champs/champs2006.php,74.38,0
18/07/2006,2006,5b 100m,"IJA, Portland, Oregon",Amanda Richter,F,0,0:01:14.72,?,https://dev.juggle.org/history/champs/champs2006.php,74.72,0
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Anders Kierulf,M,0,0:01:15.40,?,https://dev.juggle.org/history/champs/champs2006.php,75.4,13
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Tom McClintock,M,0,0:01:16.00,?,https://dev.juggle.org/history/champs/champs2006.php,76.0,9
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Sam Nerenhaus,M,0,0:01:17.00,?,https://dev.juggle.org/history/champs/champs2006.php,77.0,4
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Mike Monson,M,0,0:01:18.00,?,https://dev.juggle.org/history/champs/champs2006.php,78.0,1
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Riley Wiklund,M,0,0:01:20.00,?,https://dev.juggle.org/history/champs/champs2006.php,80.0,0
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Kyle Barrett,M,0,0:01:23.00,?,https://dev.juggle.org/history/champs/champs2006.php,83.0,0
18/07/2006,2006,3b 4x100m,"IJA, Portland, Oregon","Kelsey Harr, Tom McClintock, Riley Wiklund, Bill Coad",Mixed,0,0:01:24.00,?,https://dev.juggle.org/history/champs/champs2006.php,84.0,0
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Lana Bolin,F,0,0:01:26.00,?,https://dev.juggle.org/history/champs/champs2006.php,86.0,192
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Lauren Rice,F,0,0:01:29.00,?,https://dev.juggle.org/history/champs/champs2006.php,89.0,147
18/07/2006,2006,5b 100m,"IJA, Portland, Oregon",Andrew Swan,M,0,0:01:29.47,?,https://dev.juggle.org/history/champs/champs2006.php,89.47,0
18/07/2006,2006,3b 4x100m,"IJA, Portland, Oregon","Riley Wiklund, Amanda Richter, Kelsey Harr, Lauren Rice",Mixed,0,0:01:31.00,?,https://dev.juggle.org/history/champs/champs2006.php,91.0,0
18/07/2006,2006,3b 4x100m,"IJA, Portland, Oregon","Kyler McClintock, Aubree Kolas, Justin Kolas",Mixed,0,0:01:32.00,?,https://dev.juggle.org/history/champs/champs2006.php,92.0,0
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Sandy Brown,F,0,0:01:37.00,?,https://dev.juggle.org/history/champs/champs2006.php,97.0,56
18/07/2006,2006,3b 4x100m,"IJA, Portland, Oregon","Jonny Langholz, Daniel Rose, Colin Kulstud, Colin Revere",M,0,0:01:37.00,?,https://dev.juggle.org/history/champs/champs2006.php,97.0,0
18/07/2006,2006,3b 4x100m,"IJA, Portland, Oregon","Anders Kierulf, Danny Tomaro, Andrew Swan, Mike Monson",M,0,0:01:45.00,?,https://dev.juggle.org/history/champs/champs2006.php,105.0,0
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Justin Kolas,M,0,0:01:51.00,?,https://dev.juggle.org/history/champs/champs2006.php,111.0,0
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Amanda Richter,F,0,0:01:52.00,?,https://dev.juggle.org/history/champs/champs2006.php,112.0,0
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Kelsey Harr,F,0,0:01:53.00,?,https://dev.juggle.org/history/champs/champs2006.php,113.0,0
18/07/2006,2006,5b 100m,"IJA, Portland, Oregon",Bill Coad,M,USA,0:01:53.16,?,https://dev.juggle.org/history/champs/champs2006.php,113.16,0
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Colin Kulstad,M,0,0:01:59.00,?,https://dev.juggle.org/history/champs/champs2006.php,119.0,0
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Zoe Roy,F,0,0:02:13.00,?,https://dev.juggle.org/history/champs/champs2006.php,133.0,0
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Aubree Kolas,F,0,0:02:16.00,?,https://dev.juggle.org/history/champs/champs2006.php,136.0,0
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Trey Newsome,M,0,0:02:25.30,?,https://dev.juggle.org/history/champs/champs2006.php,145.3,266
18/07/2006,2006,5b 100m,"IJA, Portland, Oregon",Tom McClintock,M,0,0:02:40.00,?,https://dev.juggle.org/history/champs/champs2006.php,160.0,0
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Kyle Barrett,M,0,0:02:47.10,?,https://dev.juggle.org/history/champs/champs2006.php,167.1,43
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Marco Paoletti,M,0,0:02:51.70,?,https://dev.juggle.org/history/champs/champs2006.php,171.7,20
18/07/2006,2006,3b 400m,"IJA, Portland, Oregon",Muffy Roy,F,0,0:03:05.00,?,https://dev.juggle.org/history/champs/champs2006.php,185.0,0
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Tom McClintock,M,0,0:03:05.80,?,https://dev.juggle.org/history/champs/champs2006.php,185.8,0
18/07/2006,2006,3b 4x100m,"IJA, Portland, Oregon","Barry Goldmeier, Bill Coad",M,0,0:03:06.00,?,https://dev.juggle.org/history/champs/champs2006.php,186.0,0
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Lauren Rice,F,0,0:03:08.00,?,https://dev.juggle.org/history/champs/champs2006.php,188.0,264
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Heather Marriott,F,USA,0:03:10.00,?,https://dev.juggle.org/history/champs/champs2006.php,190.0,247
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Mike Monson,M,0,0:03:13.10,?,https://dev.juggle.org/history/champs/champs2006.php,193.1,0
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Anders Kierulf,M,0,0:03:16.76,?,https://dev.juggle.org/history/champs/champs2006.php,196.76,0
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Riley Wiklund,M,0,0:03:19.18,?,https://dev.juggle.org/history/champs/champs2006.php,199.18,0
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Kyler McClintock,M,0,0:03:21.33,?,https://dev.juggle.org/history/champs/champs2006.php,201.33,0
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Zoe Roy,F,0,0:03:28.55,?,https://dev.juggle.org/history/champs/champs2006.php,208.55,118
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Dean Bennett,M,0,0:03:51.60,?,https://dev.juggle.org/history/champs/champs2006.php,231.6,0
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Justin Kolas,M,0,0:03:51.98,?,https://dev.juggle.org/history/champs/champs2006.php,231.98,0
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Dorothy Finnigan,F,0,0:03:52.00,?,https://dev.juggle.org/history/champs/champs2006.php,232.0,22
18/07/2006,2006,3b 800m,"IJA, Portland, Oregon",Aubree Kolas,F,0,0:05:20.11,?,https://dev.juggle.org/history/champs/champs2006.php,320.11,0
18/07/2006,2006,3b 1600m,"IJA, Portland, Oregon",Trey Newsome,M,0,0:05:36.62,?,https://dev.juggle.org/history/champs/champs2006.php,336.62,0
18/07/2006,2006,3b 4x400m,"IJA, Portland, Oregon","Lana Bolin, Kelsey Deutch, Sam Nerenhaus, Marco Paoletti",Mixed,0,0:05:43.50,?,https://dev.juggle.org/history/champs/champs2006.php,343.5,0
18/07/2006,2006,3b 4x400m,"IJA, Portland, Oregon","Danny Tomaro, Mike Monson, Tom McClintock, Anders Kierulf",M,0,0:05:45.90,?,https://dev.juggle.org/history/champs/champs2006.php,345.9,0
18/07/2006,2006,3b 1600m,"IJA, Portland, Oregon",Marco Paoletti,M,0,0:06:08.00,?,https://dev.juggle.org/history/champs/champs2006.php,368.0,0
18/07/2006,2006,3b 1600m,"IJA, Portland, Oregon",Kyle Barrett,M,0,0:06:10.53,?,https://dev.juggle.org/history/champs/champs2006.php,370.53,0
18/07/2006,2006,3b 4x400m,"IJA, Portland, Oregon","Lauren Rice, Zoe Roy, Dorothy Finigan, Kelsey Harr",F,0,0:06:11.00,?,https://dev.juggle.org/history/champs/champs2006.php,371.0,185
18/07/2006,2006,3b 1600m,"IJA, Portland, Oregon",Sam Nerenhaus,M,0,0:06:58.00,?,https://dev.juggle.org/history/champs/champs2006.php,418.0,0
18/07/2006,2006,3b 1600m,"IJA, Portland, Oregon",Tom McClintock,M,0,0:07:05.00,?,https://dev.juggle.org/history/champs/champs2006.php,425.0,0
18/07/2006,2006,3b 1600m,"IJA, Portland, Oregon",Anders Kierulf,M,0,0:07:29.00,?,https://dev.juggle.org/history/champs/champs2006.php,449.0,0
18/07/2006,2006,3b 4x400m,"IJA, Portland, Oregon","Kyler McClintock, Aubree Kolas, Justin Kolas, Colin Kulstad",Mixed,0,0:07:45.00,?,https://dev.juggle.org/history/champs/champs2006.php,465.0,0
18/07/2006,2006,3b 4x400m,"IJA, Portland, Oregon","Bill Coad, Dean Bennett, Andrew Swan, Colin Revere",M,0,0:08:34.98,?,https://dev.juggle.org/history/champs/champs2006.php,514.98,0
18/07/2006,2006,3b 1600m,"IJA, Portland, Oregon",Bill Coad,M,USA,0:08:45.68,?,https://dev.juggle.org/history/champs/champs2006.php,525.68,0
18/07/2006,2006,3b 5km,"IJA, Portland, Oregon",Tosch Roy,M,0,0:20:01.00,?,https://dev.juggle.org/history/champs/champs2006.php,1201.0,158
18/07/2006,2006,3b 5km,"IJA, Portland, Oregon",Kyle Barrett,M,0,0:21:25.00,?,https://dev.juggle.org/history/champs/champs2006.php,1285.0,66
18/07/2006,2006,3b 5km,"IJA, Portland, Oregon",Danny Tomaro,M,0,0:25:27.00,?,https://dev.juggle.org/history/champs/champs2006.php,1527.0,0
18/07/2006,2006,3b 5km,"IJA, Portland, Oregon",Tom McClintock,M,0,0:27:53.00,?,https://dev.juggle.org/history/champs/champs2006.php,1673.0,0
18/07/2006,2006,3b 5km,"IJA, Portland, Oregon",Dean Bennett,M,0,0:28:30.00,?,https://dev.juggle.org/history/champs/champs2006.php,1710.0,0
18/07/2006,2006,3b 5km,"IJA, Portland, Oregon",Dorothy Finnigan,F,0,0:36:11.00,?,https://dev.juggle.org/history/champs/champs2006.php,2171.0,0
28/05/2006,2006,3b Marathon,Madison Marathon,Perry Romanowski,M,USA,3:56:56.00,?,,14216.0,36
21/05/2006,2006,3b Marathon,Heilbronner Trollinger Marathon,Ingbert Bittel,M,DEU,5:03:18.00,?,https://www.teambittel.de/team/veranstaltungen_2007/20070617_fuerth.htm  https://marathonview.net/search?query=Ingbert%20Bittel,18198.0,0
17/04/2006,2006,3b Marathon,Boston Marathon,Zach Warren,M,USA,2:58:23.00,?,,10703.0,457
17/04/2006,2006,3b Marathon,Boston Marathon,Michal Kapral,M,CAN,3:06:45.00,14,,11205.0,368
20/11/2005,2005,3b Marathon,Philadelphia Marathon,Zach Warren,M,USA,3:07:05.00,?,https://www.thecrimson.com/article/2005/11/30/marathon-man-grad-student-keeps-balls/,11225.0,365
06/11/2005,2005,3b Marathon,New York City Marathon,Perry Romanowski,M,USA,3:58:10.00,?,https://marathonview.net/result/31146807,14290.0,32
09/10/2005,2005,3b Marathon,Chicago Marathon,Perry Romanowski,M,USA,3:22:54.00,?,https://chicago-history.r.mikatiming.com/2021/?pid=search,12174.0,224
25/09/2005,2005,3b Marathon,Toronto Waterfront Marathon,Michal Kapral,M,CAN,3:07:46.00,20,,11266.0,358
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Chris Essick,M,0,0:00:14.25,?,https://dev.juggle.org/history/champs/champs2005.php,14.25,184
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Trey Newsome,M,0,0:00:14.43,?,https://dev.juggle.org/history/champs/champs2005.php,14.43,161
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Bernard Dehoog,M,0,0:00:15.85,?,https://dev.juggle.org/history/champs/champs2005.php,15.85,32
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Andrew Swan,M,0,0:00:16.30,?,https://dev.juggle.org/history/champs/champs2005.php,16.3,11
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Jeremy Stanley,M,0,0:00:16.70,?,https://dev.juggle.org/history/champs/champs2005.php,16.7,2
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Mike Monson,M,0,0:00:17.50,?,https://dev.juggle.org/history/champs/champs2005.php,17.5,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Jack Hirschowitz,M,USA,0:00:17.63,?,https://dev.juggle.org/history/champs/champs2005.php,17.63,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Ricky Harr,M,0,0:00:17.91,?,https://dev.juggle.org/history/champs/champs2005.php,17.91,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Kevin Beargie,M,0,0:00:18.47,?,https://dev.juggle.org/history/champs/champs2005.php,18.47,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Roy Fisher,M,0,0:00:20.30,?,https://dev.juggle.org/history/champs/champs2005.php,20.3,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Phillip Garee,M,0,0:00:20.47,?,https://dev.juggle.org/history/champs/champs2005.php,20.47,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Kyler McClintock,M,0,0:00:20.71,?,https://dev.juggle.org/history/champs/champs2005.php,20.71,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Nicole Deese,F,0,0:00:21.73,?,https://dev.juggle.org/history/champs/champs2005.php,21.73,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Dan Rosenthal,M,0,0:00:23.90,?,https://dev.juggle.org/history/champs/champs2005.php,23.9,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Broderick King,M,0,0:00:25.01,?,https://dev.juggle.org/history/champs/champs2005.php,25.01,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Jonny Langholz,M,0,0:00:25.87,?,https://dev.juggle.org/history/champs/champs2005.php,25.87,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Ben Hestness,M,0,0:00:26.00,?,https://dev.juggle.org/history/champs/champs2005.php,26.0,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Tom McClintock,M,0,0:00:27.10,?,https://dev.juggle.org/history/champs/champs2005.php,27.1,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Todd Warner,M,0,0:00:28.60,?,https://dev.juggle.org/history/champs/champs2005.php,28.6,0
19/07/2005,2005,3b 200m,"IJA, Davenport, Iowa",Trey Newsome,M,0,0:00:28.75,?,https://dev.juggle.org/history/champs/champs2005.php,28.75,230
19/07/2005,2005,5b 100m,"IJA, Davenport, Iowa",Ben Schoenberg,M,0,0:00:30.06,?,https://dev.juggle.org/history/champs/champs2005.php,30.06,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Silas Wallen-Friedman,M,0,0:00:35.22,?,https://dev.juggle.org/history/champs/champs2005.php,35.22,0
19/07/2005,2005,3b 200m,"IJA, Davenport, Iowa",Roy Fisher,M,0,0:00:37.16,?,https://dev.juggle.org/history/champs/champs2005.php,37.16,0
19/07/2005,2005,3b 200m,"IJA, Davenport, Iowa",Andrew Swan,M,0,0:00:37.69,?,https://dev.juggle.org/history/champs/champs2005.php,37.69,0
19/07/2005,2005,3b 200m,"IJA, Davenport, Iowa",Mike Monson,M,0,0:00:37.90,?,https://dev.juggle.org/history/champs/champs2005.php,37.9,0
19/07/2005,2005,3b 200m,"IJA, Davenport, Iowa",Jeremy Stanley,M,0,0:00:38.22,?,https://dev.juggle.org/history/champs/champs2005.php,38.22,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Brendan McCarthy,M,0,0:00:38.50,?,https://dev.juggle.org/history/champs/champs2005.php,38.5,0
19/07/2005,2005,3b 200m,"IJA, Davenport, Iowa",Chris Essick,M,0,0:00:40.12,?,https://dev.juggle.org/history/champs/champs2005.php,40.12,0
19/07/2005,2005,5b 100m,"IJA, Davenport, Iowa",Andrew Swan,M,0,0:00:43.50,?,https://dev.juggle.org/history/champs/champs2005.php,43.5,0
19/07/2005,2005,5b 100m,"IJA, Davenport, Iowa",Trey Newsome,M,0,0:00:45.06,?,https://dev.juggle.org/history/champs/champs2005.php,45.06,0
19/07/2005,2005,3b 200m,"IJA, Davenport, Iowa",Tom McClintock,M,0,0:00:45.84,?,https://dev.juggle.org/history/champs/champs2005.php,45.84,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Rebecca Middleton,F,0,0:00:48.16,?,https://dev.juggle.org/history/champs/champs2005.php,48.16,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Alex Coleman,M,0,0:00:49.30,?,https://dev.juggle.org/history/champs/champs2005.php,49.3,0
19/07/2005,2005,3b 200m,"IJA, Davenport, Iowa",Kyler McClintock,M,0,0:00:52.40,?,https://dev.juggle.org/history/champs/champs2005.php,52.4,0
19/07/2005,2005,5b 100m,"IJA, Davenport, Iowa",Ricky Harr,M,0,0:01:00.53,?,https://dev.juggle.org/history/champs/champs2005.php,60.53,0
19/07/2005,2005,3b 400m,"IJA, Davenport, Iowa",Trey Newsome,M,0,0:01:04.62,?,https://dev.juggle.org/history/champs/champs2005.php,64.62,210
19/07/2005,2005,5b 100m,"IJA, Davenport, Iowa",Silas Wallen-Friedman,M,0,0:01:07.06,?,https://dev.juggle.org/history/champs/champs2005.php,67.06,0
19/07/2005,2005,3b 100m,"IJA, Davenport, Iowa",Joy Dean,F,0,0:01:09.16,?,https://dev.juggle.org/history/champs/champs2005.php,69.16,0
19/07/2005,2005,3b 200m,"IJA, Davenport, Iowa",Brendan McCarthy,M,0,0:01:11.31,?,https://dev.juggle.org/history/champs/champs2005.php,71.31,0
19/07/2005,2005,3b 400m,"IJA, Davenport, Iowa",Chris Essick,M,0,0:01:14.00,?,https://dev.juggle.org/history/champs/champs2005.php,74.0,25
19/07/2005,2005,3b 200m,"IJA, Davenport, Iowa",Rebecca Middleton,F,0,0:01:15.72,?,https://dev.juggle.org/history/champs/champs2005.php,75.72,0
19/07/2005,2005,5b 100m,"IJA, Davenport, Iowa",Ben Hestness,M,0,0:01:16.34,?,https://dev.juggle.org/history/champs/champs2005.php,76.34,0
19/07/2005,2005,3b 4x100m,"IJA, Davenport, Iowa","Mike Monson, Andrew Swan, Danny Tomaro, Jack Hirschowitz",M,0,0:01:17.00,?,https://dev.juggle.org/history/champs/champs2005.php,77.0,0
19/07/2005,2005,5b 100m,"IJA, Davenport, Iowa",Bernard Dehoog,M,0,0:01:21.38,?,https://dev.juggle.org/history/champs/champs2005.php,81.38,0
19/07/2005,2005,3b 200m,"IJA, Davenport, Iowa",Alex Coleman,M,0,0:01:21.75,?,https://dev.juggle.org/history/champs/champs2005.php,81.75,0
19/07/2005,2005,3b 400m,"IJA, Davenport, Iowa",Andrew Swan,M,0,0:01:22.90,?,https://dev.juggle.org/history/champs/champs2005.php,82.9,0
19/07/2005,2005,3b 400m,"IJA, Davenport, Iowa",Mike Monson,M,0,0:01:24.00,?,https://dev.juggle.org/history/champs/champs2005.php,84.0,0
19/07/2005,2005,3b 4x100m,"IJA, Davenport, Iowa","Tom McClintock, Joey Newsome, Trey Newsome, Chris Essick",M,0,0:01:25.00,?,https://dev.juggle.org/history/champs/champs2005.php,85.0,0
19/07/2005,2005,3b 4x100m,"IJA, Davenport, Iowa","Jonny Langholz, Ben Hestness, Kyler McClintock, Silas Wallen-Friedman",M,0,0:01:31.53,?,https://dev.juggle.org/history/champs/champs2005.php,91.53,0
19/07/2005,2005,3b 400m,"IJA, Davenport, Iowa",Tom McClintock,M,0,0:01:36.46,?,https://dev.juggle.org/history/champs/champs2005.php,96.46,0
19/07/2005,2005,3b 400m,"IJA, Davenport, Iowa",Roy Fisher,M,0,0:01:37.44,?,https://dev.juggle.org/history/champs/champs2005.php,97.44,0
19/07/2005,2005,3b 400m,"IJA, Davenport, Iowa",Kevin Beargie,M,0,0:01:44.88,?,https://dev.juggle.org/history/champs/champs2005.php,104.88,0
19/07/2005,2005,3b 400m,"IJA, Davenport, Iowa",Kyler McClintock,M,0,0:01:45.00,?,https://dev.juggle.org/history/champs/champs2005.php,105.0,0
19/07/2005,2005,3b 4x100m,"IJA, Davenport, Iowa","Kevin Beargie, Phillip Garee, Todd Warner, Brendan McCarthy",M,0,0:01:47.20,?,https://dev.juggle.org/history/champs/champs2005.php,107.2,0
19/07/2005,2005,3b 400m,"IJA, Davenport, Iowa",Jeremy Stanley,M,0,0:01:53.40,?,https://dev.juggle.org/history/champs/champs2005.php,113.4,0
19/07/2005,2005,3b 400m,"IJA, Davenport, Iowa",Broderick King,M,0,0:02:02.41,?,https://dev.juggle.org/history/champs/champs2005.php,122.41,0
19/07/2005,2005,3b 400m,"IJA, Davenport, Iowa",Silas Wallen-Friedman,M,0,0:02:16.56,?,https://dev.juggle.org/history/champs/champs2005.php,136.56,0
