Distance,Gender,Finish Time,IAAF Points,Joggler,Nationality,Date,Event / Venue,Notes / Result Links
3b 100m,M,0:00:14.22,221,Finn Mertens,BEL,04/08/2026,European Joggling Championships 2026 - Day 3 Qualifying,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
3c 100m,M,0:00:17.35,0,Robbe Mertens,BEL,09/08/2025,"European Joggling Championships 2025, EJC Arnhem",EJC results in Joggler's United Group
3b 400m,M,0:01:10.72,82,Finn Mertens,BEL,04/08/2026,European Joggling Championships 2026 - Day 3 Qualifying,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
3b 5km,M,0:20:28.00,124,Benjamin Balbeur,BEL,06/04/2025,"Namur Marathon, Belgium","Split in the Namur marathon, https://www.instagram.com/p/DIJbAZ_Npul/ https://www.chronocompetition.com/wp-content/glive/g-live.html?f=../2025/NAMUR/BNM25.clax https://www.lavenir.net/regions/namur/2025/04/06/namur-benjamin-balbeur-boucler-son-marathon-en-jonglant-et-soffre-un-record-vers-la-fin-cetait-un-combat-3HVIO5AMONDO3M4YSKO2DORYG4/ https://www.sportograf.com/fr/event/13509/search/327"
3b Half Marathon,M,1:22:59.00,424,Benjamin Balbeur,BEL,06/04/2025,"Namur Marathon, Belgium","Split in the Namur marathon, https://www.instagram.com/p/DIJbAZ_Npul/ https://www.chronocompetition.com/wp-content/glive/g-live.html?f=../2025/NAMUR/BNM25.clax https://www.lavenir.net/regions/namur/2025/04/06/namur-benjamin-balbeur-boucler-son-marathon-en-jonglant-et-soffre-un-record-vers-la-fin-cetait-un-combat-3HVIO5AMONDO3M4YSKO2DORYG4/ https://www.sportograf.com/fr/event/13509/search/327"
3b Marathon,M,2:47:52.00,583,Benjamin Balbeur,BEL,06/04/2025,"Namur Marathon, Belgium",WR. https://www.instagram.com/p/DIJbAZ_Npul/ https://www.chronocompetition.com/wp-content/glive/g-live.html?f=../2025/NAMUR/BNM25.clax https://www.lavenir.net/regions/namur/2025/04/06/namur-benjamin-balbeur-boucler-son-marathon-en-jonglant-et-soffre-un-record-vers-la-fin-cetait-un-combat-3HVIO5AMONDO3M4YSKO2DORYG4/ https://www.sportograf.com/fr/event/13509/search/327
