Distance,Gender,Finish Time,IAAF Points,Joggler,Nationality,Date,Event / Venue,Notes / Result Links
3b 5km,M,0:42:27.00,0,Ketan Abhonkar,IND,10/12/2023,Bajaj Allianz Pune Half Marathon,https://sportstimingsolutions.in/share.php?event_id=77750&bib=8591
3b 10km,M,1:03:58.00,0,Ketan Abhonkar,IND,22/09/2024,Sinhagad,Pace making! https://alpharacingsolution.com/event/bibres/0ac20134-0478-47f2-917f-ac66740fe9d3/?bibno=1126  https://www.instagram.com/p/DAOoq9KzpN0/?img_index=2
3b Half Marathon,M,1:55:31.00,0,Ketan Abhonkar,IND,01/12/2024,Pune International Marathon,https://racetecresults.com/myresults.aspx?CId=19898&RId=3266&EId=3&AId=510100
3b Marathon,M,4:59:43.00,0,Ketan Abhonkar,IND,19/01/2025,Mumbai Marathon,https://www.sportstimingsolutions.in/share.php?event_id=84296&bib=9454
