Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
65,0:00:37.16,0,Roy Fisher,M,Unknown,19/07/2005,"IJA, Davenport, Iowa",https://dev.juggle.org/history/champs/champs2005.php
66,0:00:37.30,0,Ricky Harr,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
67,0:00:37.40,0,Andrew Hodge,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
68,0:00:37.45,0,Craig Muhlenkamp,M,USA,2025,"IJA, Virtual",IJA Database
69,0:00:37.67,0,Quest Crothers,M,Unknown,2022,"IJA, Virtual",IJA Database
70,0:00:37.84,0,Bennett Santora,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
71,0:00:38.31,0,Austin Bruckner,M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
72,0:00:38.32,0,Rory Bade,M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
73,0:00:38.70,0,Marlin Ballard,M,Unknown,17/07/2002,"IJA, Reading, Pennsylvania",https://dev.juggle.org/history/champs/champs2002.php
74,0:00:39.20,0,Colin Revere,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
75,0:00:39.50,0,Chris Laco,M,Unknown,17/07/2002,"IJA, Reading, Pennsylvania",https://dev.juggle.org/history/champs/champs2002.php
76,0:00:39.90,0,Eric Raivo,M,Unknown,11/07/2024,"IJA, Green Bay",IJA Database
77,0:00:40.00,0,Alec Bennett,M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
78,0:00:40.80,0,Nathan Biggs-Penton,M,Unknown,15/07/2008,"IJA, Kentucky",https://dev.juggle.org/history/champs/champs2008.php
79,0:00:40.84,0,Izaak Jolin,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
80,0:00:41.06,0,Paul Arneberg,M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
81,0:00:41.31,0,Nestor Sokhan,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
82,0:00:41.40,0,Jack Hirschowitz,M,USA,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
83,0:00:41.90,0,Chris Dokler,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
84,0:00:41.93,0,Adam Hellman,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
85,0:00:42.14,0,Danny Hodge,M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
86,0:00:44.14,0,Justin Kolas,M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
87,0:00:45.20,0,Danny Tomaro,M,Unknown,17/07/2002,"IJA, Reading, Pennsylvania",https://dev.juggle.org/history/champs/champs2002.php
88,0:00:45.20,0,Paul Ballard,M,Unknown,17/07/2002,"IJA, Reading, Pennsylvania",https://dev.juggle.org/history/champs/champs2002.php
89,0:00:46.53,0,Mike Gracie,M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
90,0:00:46.90,0,Anthony Zeszut,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
91,0:00:46.94,0,Colin Kulstad,M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
92,0:00:47.74,0,Joshua Black,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
93,0:00:47.80,0,Dan Chan,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
94,0:00:47.90,0,Mike Swan,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
95,0:00:48.33,0,Thijs Niesten,M,Unknown,2025,"IJA, Virtual",IJA Database
96,0:00:48.47,0,Evan Peter,M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
97,0:00:49.12,0,Ty Evans,M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
98,0:00:49.70,0,Artem Chusovitin,M,RUS,25/7/2021,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8154
99,0:00:49.80,0,Peter Zaitsev,M,RUS,25/7/2021,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8154
100,0:00:49.87,0,Aaron Heilig,M,Unknown,11/07/2024,"IJA, Green Bay",IJA Database
101,0:00:49.95,0,John Kilgust,M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
102,0:00:50.80,0,Crack Ivan,M,RUS,25/7/2021,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8154
103,0:00:51.71,0,Andrew Ruiz,M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
104,0:00:51.73,0,Eric Blaha,M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
105,0:00:51.75,0,Joe Otonichar,M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
106,0:00:52.37,0,Markus Furtner,M,DEU,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
107,0:00:53.36,0,Mikey Free,M,Unknown,11/07/2024,"IJA, Green Bay",IJA Database
108,0:00:54.30,0,Caleb Black,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
109,0:00:57.33,0,Mark Jolin,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
110,0:00:57.80,0,Alexander Khlebodarov,M,RUS,25/7/2021,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8154
111,0:00:58.78,0,Justin Sheldon,M,Unknown,11/07/2024,"IJA, Green Bay",IJA Database
112,0:00:59.30,0,Gordon Cornell,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
113,0:00:59.70,0,Alexander Dekhtyarev,M,RUS,25/7/2021,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8154
114,0:00:59.80,0,Geoff Kennard,M,Unknown,17/07/2002,"IJA, Reading, Pennsylvania",https://dev.juggle.org/history/champs/champs2002.php
115,0:01:01.70,0,Daniel James,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
116,0:01:02.25,0,Kirill Sergeev,M,RUS,25/7/2021,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8154
117,0:01:09.54,0,Kiryushkin Anton,M,RUS,25/7/2021,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8154
118,0:01:11.31,0,Brendan McCarthy,M,Unknown,19/07/2005,"IJA, Davenport, Iowa",https://dev.juggle.org/history/champs/champs2005.php
119,0:01:13.40,0,Josh Dibbin,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
120,0:01:18.56,0,Ryan Schultz,M,Unknown,17/07/2007,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2007.php
121,0:01:21.75,0,Alex Coleman,M,Unknown,19/07/2005,"IJA, Davenport, Iowa",https://dev.juggle.org/history/champs/champs2005.php
122,0:01:27.00,0,Shchipakin Konstantin,M,RUS,25/7/2021,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8154
123,0:01:32.90,0,Riley McLincha,M,USA,29/06/2019,"IJA, Fort Wayne",IJA Database
124,0:01:53.40,0,Shane Kaseman,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
