Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
1,0:00:26.19,458,Chris Essick,M,USA,27/05/2001,Prefontaine Classic,https://www.flashresults.com/2001_Meets/outdoor/pre/pre.htm
2,0:00:26.61,458,Albert Lucas,M,USA,27/05/2001,Prefontaine Classic,https://www.flashresults.com/2001_Meets/outdoor/pre/pre.htm
3,0:00:26.78,458,Travis Saunders,M,CAN,27/05/2001,Prefontaine Classic,https://www.flashresults.com/2001_Meets/outdoor/pre/pre.htm
4,0:00:26.81,458,Eric Walter,M,USA,20/07/2011,"IJA, Rochester",IJA Database
5,0:00:27.96,367,David Ferman,M,USA,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
6,0:00:28.46,285,Mark Fiore,M,USA,11/07/2024,"IJA, Green Bay",IJA Database
7,0:00:28.75,285,Trey Newsome,M,USA,19/07/2005,"IJA, Davenport, Iowa",https://dev.juggle.org/history/champs/champs2005.php
8,0:00:28.91,285,Chris Lovdal,M,USA,20/07/2011,"IJA, Rochester",IJA Database
9,0:00:29.12,214,Sterling Franklin,M,USA,2020,"IJA, Virtual",IJA Database
10,0:00:29.18,214,Scott Jenkins,M,GBR,17/05/2026,"British Joggler Meet Up, Leeds",https://youtu.be/EsKZ-dj0iNE
11,0:00:29.39,214,Samuel Dean,M,USA,11/07/2024,"IJA, Green Bay",IJA Database
12,0:00:29.50,214,Sean Carney,M,USA,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
13,0:00:29.90,214,Ben Thompson,M,Unknown,15/07/2008,"IJA, Kentucky",https://dev.juggle.org/history/champs/champs2008.php
14,0:00:30.06,153,Tyler Wishau,M,USA,20/07/2011,"IJA, Rochester",IJA Database
15,0:00:30.08,153,Barry Goldmeier,M,USA,27/05/2001,Prefontaine Classic,https://www.flashresults.com/2001_Meets/outdoor/pre/pre.htm
16,0:00:30.60,153,Sam Hartford,M,Unknown,17/07/2002,"IJA, Reading, Pennsylvania",https://dev.juggle.org/history/champs/champs2002.php
17,0:00:30.69,153,Jamie Whoolery,M,Unknown,05/08/2000,"IJA, Montreal",https://dev.juggle.org/history/champs/champs2000.php
18,0:00:30.90,153,Tim Hark,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
19,0:00:31.03,102,Len Ferman,M,USA,20/07/2011,"IJA, Rochester",IJA Database
20,0:00:31.16,102,Dylan Waickman,M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
21,0:00:31.65,102,Ben Fry,M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
22,0:00:31.76,102,Stephan Cipra,M,DEU,2021,IJA Virtual,IJA Database
23,0:00:31.81,102,Michal Kapral,M,CAN,2022,Time Trial,https://www.youtube.com/watch?v=_h2daDU1JlM
24,0:00:32.00,62,Jeremy Stanley,M,Unknown,15/07/2008,"IJA, Kentucky",https://dev.juggle.org/history/champs/champs2008.php
25,0:00:32.01,62,Matthew Feldman,M,USA,2021,IJA Virtual,IJA Database
26,0:00:32.20,62,Jack Levy,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
27,0:00:32.25,62,Marco Paoletti,M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
28,0:00:32.30,62,David Mlakar,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
29,0:00:32.50,62,Joey Spicola,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
30,0:00:32.78,62,Anders Kierulf,M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
31,0:00:32.80,62,Andrew Swan,M,Unknown,05/08/2000,"IJA, Montreal",https://dev.juggle.org/history/champs/champs2000.php
32,0:00:32.80,62,Joel Hilchey,M,Unknown,2021,IJA Virtual,IJA Database
33,0:00:32.94,62,Aaron Rosenberg,M,Unknown,17/07/2007,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2007.php
34,0:00:33.06,31,Tao Wei,M,Unknown,15/07/2008,"IJA, Kentucky",https://dev.juggle.org/history/champs/champs2008.php
35,0:00:33.21,31,Kyle Albrecht,M,USA,29/06/2019,"IJA, Fort Wayne",IJA Database
36,0:00:33.28,31,Greg Warrington,M,Unknown,17/07/2007,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2007.php
37,0:00:33.30,31,Kevin Giblin,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
38,0:00:33.70,31,Ilia Poliakov,M,ISR,25/7/2021,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8154
39,0:00:34.00,11,Jacob Heimer,M,Unknown,11/07/2024,"IJA, Green Bay",IJA Database
40,0:00:34.07,11,Andrew Widmann,M,Unknown,2025,"IJA, Virtual",IJA Database
41,0:00:34.16,11,Mike Moore,M,USA,29/06/2019,"IJA, Fort Wayne",IJA Database
42,0:00:34.20,11,Dmitry Kozlov,M,RUS,25/7/2021,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8154
43,0:00:34.20,11,Kyler McClintock,M,Unknown,15/07/2008,"IJA, Kentucky",https://dev.juggle.org/history/champs/champs2008.php
44,0:00:34.24,11,Daniel Raum,M,AUT,2022,"IJA, Virtual",IJA Database
45,0:00:34.24,11,Giovanni Gaole,M,Unknown,2022,"IJA, Virtual",IJA Database
46,0:00:34.50,11,Nicolas Souren,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
47,0:00:34.97,11,Tom McClintock,M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
48,0:00:35.02,1,Draco Tong,M,Unknown,11/07/2024,"IJA, Green Bay",IJA Database
49,0:00:35.06,1,Owen Gerba,M,Unknown,29/06/2019,"IJA, Fort Wayne",IJA Database
50,0:00:35.33,1,Brady Xue,M,USA,2023,"IJA, Virtual",IJA Database
51,0:00:35.37,1,David Pavlove Cunsolo,M,Unknown,2021,IJA Virtual,IJA Database
52,0:00:35.43,1,Daniel Rose,M,Unknown,17/07/2007,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2007.php
53,0:00:35.60,1,Perry Romanowski,M,USA,15/07/2008,"IJA, Kentucky",https://dev.juggle.org/history/champs/champs2008.php
54,0:00:35.80,1,Sam Nerenhaus,M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
55,0:00:35.85,1,Mike Monson,M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
56,0:00:35.94,1,Christoph Mitasch,M,AUT,2021,IJA Virtual,IJA Database
57,0:00:36.17,0,Andy Widmann,M,Unknown,2023,"IJA, Virtual",IJA Database
58,0:00:36.30,0,Yaroshenko Stepan,M,RUS,25/7/2021,"Kalininsky District Open Joggling Championship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8154
59,0:00:36.47,0,Peter Blanchard,M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
60,0:00:36.52,0,Reid Johnson,M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
61,0:00:36.59,0,Neil Jordan,M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
62,0:00:36.63,0,Jean-Guy Beaudry,M,CAN,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
63,0:00:36.81,0,Aaron Scott,M,USA,29/06/2019,"IJA, Fort Wayne",IJA Database
64,0:00:36.84,0,Zach Waickman,M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
