Distance,Gender,Finish Time,IAAF Points,Joggler,Nationality,Date,Event / Venue,Notes / Result Links
3b 400m,F,0:01:56.28,0,Liya Bakhrakh,ISR,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
3b 5km,F,0:36:26.00,0,Liya Bakhrakh,ISR,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
