Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
1,0:01:21.00,0,Scott Jenkins,M,GBR,09/09/2023,Time Trial,https://www.strava.com/activities/9813204359
2,0:01:23.56,0,Sterling Franklin,M,USA,2024,"IJA, Virtual",IJA Database
3,0:01:33.00,0,Christoph Mitasch,M,AUT,2022,"IJA, Virtual",IJA Database
4,0:01:51.60,0,Kozlov Dmitry,M,RUS,17/07/2022,"Saint-Petersburg Open Joggling Champinship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8327
5,0:01:54.30,0,Michal Kapral,M,CAN,2022,"IJA, Virtual",IJA Database
6,0:02:03.37,0,Vorobey Artur,M,RUS,17/07/2022,"Saint-Petersburg Open Joggling Champinship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8327
7,0:04:29.41,0,Zyablitsky Alexander,M,RUS,17/07/2022,"Saint-Petersburg Open Joggling Champinship, Saint-Petersburg, Russia",https://vk.com/wall-16055255_8327
