Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
1,0:02:23.00,0,Balabushkina Anastasia,F,RUS,23/06/2023,"Russian Juggling Convention, Dmitrov, Russia",https://vk.com/wall-64197511_4495
2,0:02:24.62,0,Karly Swaim,F,USA,03/08/2026,European Joggling Championships 2026 - Day 2 Qualifying,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
3,0:02:27.56,0,Prokhorova Angelina,F,RUS,23/06/2023,"Russian Juggling Convention, Dmitrov, Russia",https://vk.com/wall-64197511_4495
4,0:02:56.00,0,Kharchenko Elizaveta,F,RUS,23/06/2023,"Russian Juggling Convention, Dmitrov, Russia",https://vk.com/wall-64197511_4495
5,0:03:04.15,0,Simona Uguccioni,F,ITA,02/08/2026,European Joggling Championships 2026 - Day 1 Qualifying,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
6,0:03:47.00,0,Kovalenko Ekaterina,F,RUS,23/06/2023,"Russian Juggling Convention, Dmitrov, Russia",https://vk.com/wall-64197511_4495
7,0:04:24.00,0,Perevalova Tatyana,F,RUS,23/06/2023,"Russian Juggling Convention, Dmitrov, Russia",https://vk.com/wall-64197511_4495
