Distance,Gender,Finish Time,IAAF Points,Joggler,Nationality,Date,Event / Venue,Notes / Result Links
3b 100m,M,0:00:15.20,98,Lauge Benjaminson,DNK,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
5b 100m,M,0:00:24.00,0,Lauge Benjaminson,DNK,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
7b 100m,M,0:00:58.40,0,Lauge Benjaminson,DNK,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
3b 400m,M,0:01:47.50,0,Malthe Jerup Ostergaard,DNK,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
