2000m SC,3000m,3000m SC,2 Miles,5000m,10000m,Points
8:05.08,10:44.02,12:30.70,11:33.79,18:24.33,39:37.12,313
8:05.36,10:44.34,12:31.13,11:34.13,18:24.87,39:38.36,312
8:05.64,10:44.65,12:31.56,11:34.46,18:25.40,39:39.60,311
8:05.92,10:44.96,12:31.99,11:34.80,18:25.94,39:40.84,310
8:06.20,10:45.28,12:32.42,11:35.14,18:26.48,39:42.08,309
8:06.48,10:45.59,12:32.86,11:35.48,18:27.02,39:43.32,308
8:06.76,10:45.91,12:33.29,11:35.82,18:27.56,39:44.57,307
8:07.04,10:46.23,12:33.73,11:36.16,18:28.10,39:45.82,306
8:07.33,10:46.54,12:34.16,11:36.50,18:28.65,39:47.07,305
8:07.61,10:46.86,12:34.60,11:36.84,18:29.19,39:48.32,304
8:07.89,10:47.18,12:35.03,11:37.19,18:29.74,39:49.57,303
8:08.18,10:47.50,12:35.47,11:37.53,18:30.28,39:50.83,302
8:08.46,10:47.82,12:35.91,11:37.87,18:30.83,39:52.09,301
8:08.75,10:48.14,12:36.35,11:38.22,18:31.37,39:53.35,300
8:09.03,10:48.46,12:36.79,11:38.56,18:31.92,39:54.61,299
8:09.32,10:48.78,12:37.23,11:38.91,18:32.47,39:55.87,298
8:09.61,10:49.10,12:37.67,11:39.25,18:33.02,39:57.14,297
8:09.89,10:49.42,12:38.11,11:39.60,18:33.57,39:58.41,296
8:10.18,10:49.74,12:38.56,11:39.95,18:34.12,39:59.68,295
8:10.47,10:50.06,12:39.00,11:40.29,18:34.68,40:00.95,294
8:10.76,10:50.39,12:39.44,11:40.64,18:35.23,40:02.22,293
8:11.05,10:50.71,12:39.89,11:40.99,18:35.79,40:03.50,292
8:11.34,10:51.04,12:40.33,11:41.34,18:36.34,40:04.78,291
8:11.63,10:51.36,12:40.78,11:41.69,18:36.90,40:06.06,290
8:11.92,10:51.69,12:41.23,11:42.04,18:37.46,40:07.35,289
8:12.21,10:52.01,12:41.68,11:42.39,18:38.01,40:08.63,288
8:12.50,10:52.34,12:42.13,11:42.74,18:38.57,40:09.92,287
8:12.79,10:52.67,12:42.57,11:43.10,18:39.13,40:11.21,286
8:13.08,10:52.99,12:43.03,11:43.45,18:39.70,40:12.50,285
8:13.38,10:53.32,12:43.48,11:43.80,18:40.26,40:13.80,284
8:13.67,10:53.65,12:43.93,11:44.16,18:40.82,40:15.10,283
8:13.96,10:53.98,12:44.38,11:44.51,18:41.39,40:16.40,282
8:14.26,10:54.31,12:44.84,11:44.87,18:41.95,40:17.70,281
8:14.55,10:54.64,12:45.29,11:45.22,18:42.52,40:19.00,280
8:14.85,10:54.97,12:45.74,11:45.58,18:43.08,40:20.31,279
8:15.15,10:55.30,12:46.20,11:45.94,18:43.65,40:21.62,278
8:15.44,10:55.64,12:46.66,11:46.29,18:44.22,40:22.93,277
8:15.74,10:55.97,12:47.12,11:46.65,18:44.79,40:24.24,276
8:16.04,10:56.30,12:47.57,11:47.01,18:45.36,40:25.56,275
8:16.34,10:56.64,12:48.03,11:47.37,18:45.94,40:26.88,274
8:16.64,10:56.97,12:48.49,11:47.73,18:46.51,40:28.20,273
8:16.94,10:57.31,12:48.95,11:48.09,18:47.09,40:29.52,272
8:17.24,10:57.64,12:49.42,11:48.46,18:47.66,40:30.85,271
8:17.54,10:57.98,12:49.88,11:48.82,18:48.24,40:32.17,270
8:17.84,10:58.32,12:50.34,11:49.18,18:48.82,40:33.50,269
8:18.14,10:58.66,12:50.81,11:49.55,18:49.40,40:34.84,268
8:18.44,10:59.00,12:51.27,11:49.91,18:49.98,40:36.17,267
8:18.74,10:59.33,12:51.74,11:50.28,18:50.56,40:37.51,266
8:19.05,10:59.67,12:52.21,11:50.64,18:51.14,40:38.85,265
8:19.35,11:00.02,12:52.67,11:51.01,18:51.72,40:40.19,264
8:19.66,11:00.36,12:53.14,11:51.38,18:52.31,40:41.54,263
8:19.96,11:00.70,12:53.61,11:51.74,18:52.89,40:42.89,262
8:20.27,11:01.04,12:54.08,11:52.11,18:53.48,40:44.24,261
8:20.57,11:01.38,12:54.55,11:52.48,18:54.07,40:45.59,260
8:20.88,11:01.73,12:55.03,11:52.85,18:54.65,40:46.95,259
8:21.19,11:02.07,12:55.50,11:53.22,18:55.24,40:48.31,258
8:21.50,11:02.42,12:55.97,11:53.59,18:55.84,40:49.67,257
8:21.80,11:02.76,12:56.45,11:53.97,18:56.43,40:51.03,256
8:22.11,11:03.11,12:56.93,11:54.34,18:57.02,40:52.40,255
8:22.42,11:03.46,12:57.40,11:54.71,18:57.62,40:53.77,254
8:22.73,11:03.80,12:57.88,11:55.09,18:58.21,40:55.14,253
8:23.04,11:04.15,12:58.36,11:55.46,18:58.81,40:56.51,252
8:23.36,11:04.50,12:58.84,11:55.84,18:59.41,40:57.89,251
8:23.67,11:04.85,12:59.32,11:56.22,19:00.01,40:59.27,250
8:23.98,11:05.20,12:59.80,11:56.59,19:00.61,41:00.65,249
8:24.30,11:05.55,13:00.29,11:56.97,19:01.21,41:02.04,248
8:24.61,11:05.91,13:00.77,11:57.35,19:01.81,41:03.43,247
8:24.92,11:06.26,13:01.25,11:57.73,19:02.42,41:04.82,246
8:25.24,11:06.61,13:01.74,11:58.11,19:03.02,41:06.21,245
8:25.56,11:06.97,13:02.23,11:58.49,19:03.63,41:07.61,244
8:25.87,11:07.32,13:02.71,11:58.88,19:04.24,41:09.01,243
8:26.19,11:07.68,13:03.20,11:59.26,19:04.85,41:10.41,242
8:26.51,11:08.03,13:03.69,11:59.64,19:05.46,41:11.82,241
8:26.83,11:08.39,13:04.18,12:00.03,19:06.07,41:13.23,240
8:27.15,11:08.75,13:04.68,12:00.41,19:06.68,41:14.64,239
8:27.47,11:09.11,13:05.17,12:00.80,19:07.30,41:16.05,238
8:27.79,11:09.47,13:05.66,12:01.18,19:07.91,41:17.47,237
8:28.11,11:09.83,13:06.16,12:01.57,19:08.53,41:18.89,236
8:28.43,11:10.19,13:06.65,12:01.96,19:09.15,41:20.31,235
8:28.75,11:10.55,13:07.15,12:02.35,19:09.77,41:21.74,234
8:29.08,11:10.91,13:07.65,12:02.74,19:10.39,41:23.17,233
8:29.40,11:11.28,13:08.15,12:03.13,19:11.01,41:24.60,232
8:29.73,11:11.64,13:08.65,12:03.52,19:11.63,41:26.04,231
8:30.05,11:12.00,13:09.15,12:03.92,19:12.26,41:27.48,230
8:30.38,11:12.37,13:09.65,12:04.31,19:12.88,41:28.92,229
8:30.71,11:12.74,13:10.15,12:04.70,19:13.51,41:30.36,228
8:31.03,11:13.10,13:10.66,12:05.10,19:14.14,41:31.81,227
8:31.36,11:13.47,13:11.16,12:05.50,19:14.77,41:33.26,226
8:31.69,11:13.84,13:11.67,12:05.89,19:15.40,41:34.72,225
8:32.02,11:14.21,13:12.18,12:06.29,19:16.03,41:36.17,224
8:32.35,11:14.58,13:12.69,12:06.69,19:16.67,41:37.64,223
8:32.68,11:14.95,13:13.20,12:07.09,19:17.31,41:39.10,222
8:33.01,11:15.32,13:13.71,12:07.49,19:17.94,41:40.57,221
8:33.35,11:15.70,13:14.22,12:07.89,19:18.58,41:42.04,220
8:33.68,11:16.07,13:14.74,12:08.30,19:19.22,41:43.51,219
8:34.02,11:16.45,13:15.25,12:08.70,19:19.86,41:44.99,218
8:34.35,11:16.82,13:15.77,12:09.10,19:20.51,41:46.47,217
8:34.69,11:17.20,13:16.28,12:09.51,19:21.15,41:47.96,216
8:35.02,11:17.57,13:16.80,12:09.91,19:21.80,41:49.44,215
8:35.36,11:17.95,13:17.32,12:10.32,19:22.45,41:50.94,214
8:35.70,11:18.33,13:17.84,12:10.73,19:23.09,41:52.43,213
8:36.04,11:18.71,13:18.37,12:11.14,19:23.75,41:53.93,212
8:36.38,11:19.09,13:18.89,12:11.55,19:24.40,41:55.43,211
8:36.72,11:19.47,13:19.41,12:11.96,19:25.05,41:56.94,210
8:37.06,11:19.86,13:19.94,12:12.37,19:25.71,41:58.45,209
8:37.40,11:20.24,13:20.47,12:12.78,19:26.36,41:59.96,208
8:37.75,11:20.63,13:20.99,12:13.20,19:27.02,42:01.47,207
8:38.09,11:21.01,13:21.52,12:13.61,19:27.68,42:02.99,206
8:38.44,11:21.40,13:22.06,12:14.03,19:28.34,42:04.52,205
8:38.78,11:21.78,13:22.59,12:14.45,19:29.01,42:06.05,204
8:39.13,11:22.17,13:23.12,12:14.86,19:29.67,42:07.58,203
8:39.48,11:22.56,13:23.66,12:15.28,19:30.34,42:09.11,202
8:39.82,11:22.95,13:24.19,12:15.70,19:31.01,42:10.65,201
8:40.17,11:23.34,13:24.73,12:16.13,19:31.68,42:12.19,200
8:40.52,11:23.74,13:25.27,12:16.55,19:32.35,42:13.74,199
8:40.87,11:24.13,13:25.81,12:16.97,19:33.02,42:15.29,198
8:41.23,11:24.52,13:26.35,12:17.40,19:33.70,42:16.84,197
8:41.58,11:24.92,13:26.89,12:17.82,19:34.37,42:18.40,196
8:41.93,11:25.31,13:27.44,12:18.25,19:35.05,42:19.96,195
8:42.29,11:25.71,13:27.98,12:18.67,19:35.73,42:21.53,194
8:42.64,11:26.11,13:28.53,12:19.10,19:36.41,42:23.10,193
8:43.00,11:26.51,13:29.08,12:19.53,19:37.10,42:24.68,192
8:43.35,11:26.91,13:29.63,12:19.96,19:37.78,42:26.25,191
8:43.71,11:27.31,13:30.18,12:20.40,19:38.47,42:27.84,190
8:44.07,11:27.71,13:30.73,12:20.83,19:39.16,42:29.42,189
8:44.43,11:28.12,13:31.29,12:21.26,19:39.85,42:31.01,188
8:44.79,11:28.52,13:31.84,12:21.70,19:40.54,42:32.61,187
8:45.16,11:28.93,13:32.40,12:22.14,19:41.24,42:34.21,186
8:45.52,11:29.33,13:32.96,12:22.57,19:41.94,42:35.81,185
8:45.88,11:29.74,13:33.52,12:23.01,19:42.63,42:37.42,184
8:46.25,11:30.15,13:34.08,12:23.45,19:43.33,42:39.03,183
8:46.61,11:30.56,13:34.64,12:23.89,19:44.04,42:40.65,182
8:46.98,11:30.97,13:35.21,12:24.34,19:44.74,42:42.27,181
8:47.35,11:31.38,13:35.78,12:24.78,19:45.45,42:43.90,180
8:47.72,11:31.80,13:36.34,12:25.23,19:46.15,42:45.53,179
8:48.09,11:32.21,13:36.91,12:25.67,19:46.86,42:47.16,178
8:48.46,11:32.63,13:37.49,12:26.12,19:47.58,42:48.80,177
8:48.83,11:33.04,13:38.06,12:26.57,19:48.29,42:50.45,176
8:49.20,11:33.46,13:38.63,12:27.02,19:49.01,42:52.09,175
8:49.58,11:33.88,13:39.21,12:27.47,19:49.73,42:53.75,174
8:49.95,11:34.30,13:39.79,12:27.92,19:50.45,42:55.41,173
8:50.33,11:34.72,13:40.37,12:28.38,19:51.17,42:57.07,172
8:50.71,11:35.14,13:40.95,12:28.83,19:51.89,42:58.74,171
8:51.08,11:35.57,13:41.53,12:29.29,19:52.62,43:00.41,170
8:51.46,11:35.99,13:42.11,12:29.75,19:53.35,43:02.09,169
8:51.85,11:36.42,13:42.70,12:30.21,19:54.08,43:03.77,168
8:52.23,11:36.85,13:43.29,12:30.67,19:54.81,43:05.46,167
8:52.61,11:37.28,13:43.88,12:31.13,19:55.55,43:07.15,166
8:52.99,11:37.71,13:44.47,12:31.59,19:56.28,43:08.85,165
8:53.38,11:38.14,13:45.06,12:32.06,19:57.02,43:10.55,164
8:53.77,11:38.57,13:45.66,12:32.52,19:57.77,43:12.26,163
8:54.15,11:39.01,13:46.26,12:32.99,19:58.51,43:13.97,162
8:54.54,11:39.44,13:46.86,12:33.46,19:59.26,43:15.69,161
8:54.93,11:39.88,13:47.46,12:33.93,20:00.00,43:17.42,160
8:55.33,11:40.32,13:48.06,12:34.40,20:00.76,43:19.15,159
8:55.72,11:40.76,13:48.66,12:34.88,20:01.51,43:20.88,158
8:56.11,11:41.20,13:49.27,12:35.35,20:02.27,43:22.62,157
8:56.51,11:41.64,13:49.88,12:35.83,20:03.02,43:24.37,156
8:56.90,11:42.09,13:50.49,12:36.31,20:03.78,43:26.12,155
8:57.30,11:42.53,13:51.10,12:36.79,20:04.55,43:27.88,154
8:57.70,11:42.98,13:51.71,12:37.27,20:05.31,43:29.64,153
8:58.10,11:43.43,13:52.33,12:37.75,20:06.08,43:31.41,152
8:58.50,11:43.88,13:52.95,12:38.24,20:06.85,43:33.18,151
8:58.91,11:44.33,13:53.57,12:38.72,20:07.63,43:34.96,150
8:59.31,11:44.78,13:54.19,12:39.21,20:08.40,43:36.75,149
8:59.72,11:45.24,13:54.82,12:39.70,20:09.18,43:38.54,148
9:00.12,11:45.69,13:55.44,12:40.19,20:09.96,43:40.34,147
9:00.53,11:46.15,13:56.07,12:40.68,20:10.74,43:42.14,146
9:00.94,11:46.61,13:56.70,12:41.18,20:11.53,43:43.96,145
9:01.35,11:47.07,13:57.34,12:41.67,20:12.32,43:45.77,144
9:01.76,11:47.53,13:57.97,12:42.17,20:13.11,43:47.60,143
9:02.18,11:48.00,13:58.61,12:42.67,20:13.91,43:49.43,142
9:02.59,11:48.46,13:59.25,12:43.17,20:14.70,43:51.26,141
9:03.01,11:48.93,13:59.89,12:43.68,20:15.50,43:53.10,140
9:03.43,11:49.40,14:00.54,12:44.18,20:16.31,43:54.95,139
9:03.85,11:49.87,14:01.18,12:44.69,20:17.11,43:56.81,138
9:04.27,11:50.34,14:01.83,12:45.20,20:17.92,43:58.67,137
9:04.69,11:50.82,14:02.48,12:45.71,20:18.73,44:00.54,136
9:05.12,11:51.29,14:03.14,12:46.22,20:19.55,44:02.42,135
9:05.55,11:51.77,14:03.79,12:46.73,20:20.37,44:04.30,134
9:05.97,11:52.25,14:04.45,12:47.25,20:21.19,44:06.19,133
9:06.40,11:52.73,14:05.11,12:47.77,20:22.01,44:08.09,132
9:06.83,11:53.21,14:05.78,12:48.29,20:22.84,44:09.99,131
9:07.27,11:53.70,14:06.44,12:48.81,20:23.67,44:11.91,130
9:07.70,11:54.18,14:07.11,12:49.33,20:24.50,44:13.83,129
9:08.14,11:54.67,14:07.78,12:49.86,20:25.34,44:15.75,128
9:08.57,11:55.16,14:08.46,12:50.39,20:26.18,44:17.69,127
9:09.01,11:55.66,14:09.13,12:50.92,20:27.02,44:19.63,126
9:09.46,11:56.15,14:09.81,12:51.45,20:27.87,44:21.58,125
9:09.90,11:56.65,14:10.49,12:51.98,20:28.72,44:23.54,124
9:10.34,11:57.15,14:11.18,12:52.52,20:29.58,44:25.50,123
9:10.79,11:57.65,14:11.87,12:53.06,20:30.43,44:27.48,122
9:11.24,11:58.15,14:12.56,12:53.60,20:31.29,44:29.46,121
9:11.69,11:58.65,14:13.25,12:54.14,20:32.16,44:31.45,120
9:12.14,11:59.16,14:13.95,12:54.69,20:33.03,44:33.45,119
9:12.60,11:59.67,14:14.65,12:55.24,20:33.90,44:35.45,118
9:13.05,12:00.18,14:15.35,12:55.79,20:34.77,44:37.47,117
9:13.51,12:00.69,14:16.05,12:56.34,20:35.65,44:39.49,116
9:13.97,12:01.21,14:16.76,12:56.89,20:36.53,44:41.52,115
9:14.43,12:01.73,14:17.47,12:57.45,20:37.42,44:43.56,114
9:14.90,12:02.25,14:18.19,12:58.01,20:38.31,44:45.61,113
9:15.36,12:02.77,14:18.91,12:58.57,20:39.20,44:47.67,112
9:15.83,12:03.29,14:19.63,12:59.14,20:40.10,44:49.74,111
9:16.30,12:03.82,14:20.35,12:59.71,20:41.01,44:51.82,110
9:16.77,12:04.35,14:21.08,13:00.28,20:41.91,44:53.91,109
9:17.25,12:04.88,14:21.81,13:00.85,20:42.82,44:56.01,108
9:17.72,12:05.41,14:22.54,13:01.42,20:43.74,44:58.11,107
9:18.20,12:05.95,14:23.28,13:02.00,20:44.66,45:00.23,106
9:18.68,12:06.49,14:24.02,13:02.58,20:45.58,45:02.35,105
9:19.17,12:07.03,14:24.76,13:03.17,20:46.51,45:04.49,104
9:19.65,12:07.58,14:25.51,13:03.75,20:47.44,45:06.64,103
9:20.14,12:08.12,14:26.26,13:04.34,20:48.38,45:08.80,102
9:20.63,12:08.67,14:27.02,13:04.93,20:49.32,45:10.96,101
9:21.13,12:09.23,14:27.78,13:05.53,20:50.27,45:13.14,100
9:21.62,12:09.78,14:28.54,13:06.13,20:51.22,45:15.33,99
9:22.12,12:10.34,14:29.31,13:06.73,20:52.17,45:17.53,98
9:22.62,12:10.90,14:30.08,13:07.33,20:53.13,45:19.75,97
9:23.12,12:11.46,14:30.85,13:07.94,20:54.10,45:21.97,96
9:23.63,12:12.03,14:31.63,13:08.55,20:55.07,45:24.20,95
9:24.14,12:12.60,14:32.42,13:09.16,20:56.05,45:26.45,94
9:24.65,12:13.17,14:33.20,13:09.78,20:57.03,45:28.71,93
9:25.16,12:13.75,14:33.99,13:10.40,20:58.01,45:30.98,92
9:25.68,12:14.33,14:34.79,13:11.02,20:59.01,45:33.26,91
9:26.20,12:14.91,14:35.59,13:11.65,21:00.00,45:35.56,90
9:26.72,12:15.50,14:36.40,13:12.28,21:01.00,45:37.87,89
9:27.25,12:16.08,14:37.20,13:12.91,21:02.01,45:40.19,88
9:27.78,12:16.68,14:38.02,13:13.55,21:03.03,45:42.53,87
9:28.31,12:17.27,14:38.84,13:14.19,21:04.05,45:44.88,86
9:28.84,12:17.87,14:39.66,13:14.84,21:05.07,45:47.24,85
9:29.38,12:18.47,14:40.49,13:15.48,21:06.11,45:49.61,84
9:29.92,12:19.08,14:41.32,13:16.14,21:07.14,45:52.00,83
9:30.46,12:19.69,14:42.16,13:16.79,21:08.19,45:54.41,82
9:31.01,12:20.30,14:43.00,13:17.45,21:09.24,45:56.83,81
9:31.56,12:20.92,14:43.85,13:18.12,21:10.30,45:59.26,80
9:32.12,12:21.54,14:44.70,13:18.79,21:11.36,46:01.71,79
9:32.68,12:22.17,14:45.56,13:19.46,21:12.43,46:04.18,78
9:33.24,12:22.79,14:46.43,13:20.14,21:13.51,46:06.66,77
9:33.80,12:23.43,14:47.30,13:20.82,21:14.59,46:09.16,76
9:34.37,12:24.07,14:48.17,13:21.51,21:15.68,46:11.67,75
9:34.94,12:24.71,14:49.05,13:22.20,21:16.78,46:14.20,74
9:35.52,12:25.35,14:49.94,13:22.89,21:17.89,46:16.75,73
9:36.10,12:26.00,14:50.84,13:23.59,21:19.00,46:19.31,72
9:36.69,12:26.66,14:51.74,13:24.30,21:20.13,46:21.90,71
9:37.27,12:27.32,14:52.64,13:25.01,21:21.26,46:24.50,70
9:37.87,12:27.98,14:53.56,13:25.72,21:22.39,46:27.12,69
9:38.47,12:28.65,14:54.47,13:26.44,21:23.54,46:29.76,68
9:39.07,12:29.33,14:55.40,13:27.17,21:24.70,46:32.42,67
9:39.67,12:30.01,14:56.33,13:27.90,21:25.86,46:35.09,66
9:40.28,12:30.69,14:57.27,13:28.64,21:27.03,46:37.79,65
9:40.90,12:31.38,14:58.22,13:29.38,21:28.21,46:40.51,64
9:41.52,12:32.07,14:59.18,13:30.13,21:29.40,46:43.25,63
9:42.15,12:32.77,15:00.14,13:30.88,21:30.60,46:46.02,62
9:42.78,12:33.48,15:01.11,13:31.64,21:31.81,46:48.80,61
9:43.41,12:34.19,15:02.09,13:32.41,21:33.03,46:51.61,60
9:44.05,12:34.91,15:03.08,13:33.18,21:34.26,46:54.44,59
9:44.70,12:35.64,15:04.07,13:33.96,21:35.50,46:57.30,58
9:45.35,12:36.37,15:05.07,13:34.75,21:36.75,47:00.18,57
9:46.01,12:37.10,15:06.09,13:35.54,21:38.01,47:03.08,56
9:46.67,12:37.85,15:07.11,13:36.34,21:39.29,47:06.02,55
9:47.34,12:38.60,15:08.14,13:37.15,21:40.57,47:08.98,54
9:48.02,12:39.35,15:09.18,13:37.97,21:41.87,47:11.96,53
9:48.70,12:40.12,15:10.23,13:38.79,21:43.18,47:14.98,52
9:49.39,12:40.89,15:11.29,13:39.62,21:44.50,47:18.02,51
9:50.08,12:41.67,15:12.36,13:40.46,21:45.84,47:21.09,50
9:50.79,12:42.46,15:13.44,13:41.31,21:47.18,47:24.20,49
9:51.50,12:43.25,15:14.54,13:42.16,21:48.55,47:27.34,48
9:52.21,12:44.06,15:15.64,13:43.03,21:49.92,47:30.50,47
9:52.94,12:44.87,15:16.76,13:43.90,21:51.31,47:33.71,46
9:53.67,12:45.69,15:17.89,13:44.79,21:52.72,47:36.95,45
9:54.41,12:46.52,15:19.03,13:45.68,21:54.14,47:40.22,44
9:55.16,12:47.36,15:20.18,13:46.59,21:55.58,47:43.53,43
9:55.92,12:48.21,15:21.35,13:47.50,21:57.04,47:46.88,42
9:56.69,12:49.07,15:22.53,13:48.43,21:58.51,47:50.27,41
9:57.46,12:49.94,15:23.73,13:49.36,22:00.00,47:53.71,40
9:58.25,12:50.82,15:24.94,13:50.31,22:01.51,47:57.18,39
9:59.05,12:51.71,15:26.16,13:51.27,22:03.04,48:00.70,38
9:59.86,12:52.62,15:27.41,13:52.25,22:04.59,48:04.27,37
10:00.67,12:53.53,15:28.67,13:53.23,22:06.16,48:07.88,36
10:01.50,12:54.46,15:29.94,13:54.24,22:07.75,48:11.55,35
10:02.34,12:55.41,15:31.24,13:55.25,22:09.36,48:15.27,34
10:03.20,12:56.36,15:32.55,13:56.28,22:11.00,48:19.04,33
10:04.07,12:57.33,15:33.89,13:57.33,22:12.67,48:22.87,32
10:04.95,12:58.32,15:35.24,13:58.39,22:14.36,48:26.77,31
10:05.84,12:59.32,15:36.62,13:59.47,22:16.08,48:30.72,30
10:06.75,13:00.34,15:38.02,14:00.57,22:17.82,48:34.74,29
10:07.68,13:01.38,15:39.45,14:01.68,22:19.60,48:38.83,28
10:08.62,13:02.44,15:40.90,14:02.82,22:21.41,48:43.00,27
10:09.58,13:03.51,15:42.38,14:03.98,22:23.25,48:47.24,26
10:10.56,13:04.61,15:43.89,14:05.16,22:25.13,48:51.57,25
10:11.56,13:05.73,15:45.42,14:06.37,22:27.05,48:55.98,24
10:12.58,13:06.87,15:46.99,14:07.60,22:29.00,49:00.49,23
10:13.62,13:08.04,15:48.60,14:08.85,22:31.00,49:05.09,22
10:14.69,13:09.23,15:50.24,14:10.14,22:33.05,49:09.80,21
10:15.78,13:10.46,15:51.92,14:11.46,22:35.15,49:14.63,20
10:16.90,13:11.71,15:53.65,14:12.81,22:37.29,49:19.58,19
10:18.05,13:13.00,15:55.42,14:14.19,22:39.50,49:24.65,18
10:19.23,13:14.32,15:57.23,14:15.62,22:41.77,49:29.88,17
10:20.45,13:15.69,15:59.11,14:17.09,22:44.10,49:35.25,16
10:21.70,13:17.09,16:01.04,14:18.60,22:46.51,49:40.80,15
10:23.00,13:18.55,16:03.04,14:20.17,22:49.00,49:46.54,14
10:24.35,13:20.06,16:05.11,14:21.79,22:51.59,49:52.49,13
10:25.75,13:21.62,16:07.27,14:23.48,22:54.27,49:58.67,12
10:27.20,13:23.26,16:09.51,14:25.24,22:57.07,50:05.11,11
10:28.73,13:24.97,16:11.86,14:27.08,23:00.00,50:11.85,10
10:30.33,13:26.76,16:14.33,14:29.01,23:03.08,50:18.94,9
10:32.03,13:28.66,16:16.94,14:31.06,23:06.33,50:26.43,8
10:33.84,13:30.69,16:19.72,14:33.24,23:09.80,50:34.41,7
10:35.78,13:32.86,16:22.71,14:35.58,23:13.52,50:42.99,6
10:37.89,13:35.23,16:25.96,14:38.13,23:17.57,50:52.31,5
10:40.22,13:37.84,16:29.55,14:40.94,23:22.05,51:02.62,4
10:42.87,13:40.81,16:33.63,14:44.14,23:27.13,51:14.33,3
10:46.01,13:44.33,16:38.47,14:47.93,23:33.16,51:28.21,2
10:50.11,13:48.92,16:44.77,14:52.87,23:41.02,51:46.31,1
