2000m SC,3000m,3000m SC,2 Miles,5000m,10000m,Points
5:40.23,8:01.74,8:47.70,8:39.06,13:46.37,28:57.13,1046
5:40.39,8:01.92,8:47.94,8:39.25,13:46.67,28:57.81,1045
5:40.54,8:02.09,8:48.17,8:39.43,13:46.96,28:58.48,1044
5:40.69,8:02.26,8:48.41,8:39.61,13:47.26,28:59.16,1043
5:40.84,8:02.43,8:48.64,8:39.80,13:47.55,28:59.84,1042
5:41.00,8:02.60,8:48.88,8:39.98,13:47.84,29:00.51,1041
5:41.15,8:02.77,8:49.11,8:40.17,13:48.14,29:01.19,1040
5:41.30,8:02.95,8:49.35,8:40.35,13:48.43,29:01.87,1039
5:41.46,8:03.12,8:49.59,8:40.54,13:48.73,29:02.54,1038
5:41.61,8:03.29,8:49.82,8:40.72,13:49.02,29:03.22,1037
5:41.76,8:03.46,8:50.06,8:40.91,13:49.31,29:03.90,1036
5:41.92,8:03.63,8:50.30,8:41.09,13:49.61,29:04.58,1035
5:42.07,8:03.81,8:50.53,8:41.28,13:49.90,29:05.26,1034
5:42.23,8:03.98,8:50.77,8:41.47,13:50.20,29:05.94,1033
5:42.38,8:04.15,8:51.01,8:41.65,13:50.49,29:06.62,1032
5:42.53,8:04.32,8:51.24,8:41.84,13:50.79,29:07.30,1031
5:42.69,8:04.49,8:51.48,8:42.02,13:51.09,29:07.98,1030
5:42.84,8:04.67,8:51.72,8:42.21,13:51.38,29:08.66,1029
5:43.00,8:04.84,8:51.95,8:42.39,13:51.68,29:09.34,1028
5:43.15,8:05.01,8:52.19,8:42.58,13:51.97,29:10.02,1027
5:43.30,8:05.19,8:52.43,8:42.77,13:52.27,29:10.70,1026
5:43.46,8:05.36,8:52.67,8:42.95,13:52.57,29:11.39,1025
5:43.61,8:05.53,8:52.90,8:43.14,13:52.86,29:12.07,1024
5:43.77,8:05.70,8:53.14,8:43.33,13:53.16,29:12.75,1023
5:43.92,8:05.88,8:53.38,8:43.51,13:53.46,29:13.43,1022
5:44.08,8:06.05,8:53.62,8:43.70,13:53.75,29:14.12,1021
5:44.23,8:06.22,8:53.86,8:43.88,13:54.05,29:14.80,1020
5:44.39,8:06.40,8:54.10,8:44.07,13:54.35,29:15.49,1019
5:44.54,8:06.57,8:54.33,8:44.26,13:54.64,29:16.17,1018
5:44.70,8:06.75,8:54.57,8:44.45,13:54.94,29:16.85,1017
5:44.85,8:06.92,8:54.81,8:44.63,13:55.24,29:17.54,1016
5:45.01,8:07.09,8:55.05,8:44.82,13:55.54,29:18.23,1015
5:45.16,8:07.27,8:55.29,8:45.01,13:55.83,29:18.91,1014
5:45.32,8:07.44,8:55.53,8:45.19,13:56.13,29:19.60,1013
5:45.47,8:07.61,8:55.77,8:45.38,13:56.43,29:20.28,1012
5:45.63,8:07.79,8:56.01,8:45.57,13:56.73,29:20.97,1011
5:45.78,8:07.96,8:56.25,8:45.76,13:57.03,29:21.66,1010
5:45.94,8:08.14,8:56.49,8:45.94,13:57.33,29:22.35,1009
5:46.09,8:08.31,8:56.73,8:46.13,13:57.62,29:23.03,1008
5:46.25,8:08.49,8:56.97,8:46.32,13:57.92,29:23.72,1007
5:46.41,8:08.66,8:57.20,8:46.51,13:58.22,29:24.41,1006
5:46.56,8:08.84,8:57.45,8:46.70,13:58.52,29:25.10,1005
5:46.72,8:09.01,8:57.69,8:46.88,13:58.82,29:25.79,1004
5:46.87,8:09.19,8:57.93,8:47.07,13:59.12,29:26.48,1003
5:47.03,8:09.36,8:58.17,8:47.26,13:59.42,29:27.17,1002
5:47.19,8:09.54,8:58.41,8:47.45,13:59.72,29:27.86,1001
5:47.34,8:09.71,8:58.65,8:47.64,14:00.02,29:28.55,1000
5:47.50,8:09.89,8:58.89,8:47.83,14:00.32,29:29.24,999
5:47.66,8:10.06,8:59.13,8:48.02,14:00.62,29:29.93,998
5:47.81,8:10.24,8:59.37,8:48.20,14:00.92,29:30.62,997
5:47.97,8:10.41,8:59.61,8:48.39,14:01.22,29:31.31,996
5:48.12,8:10.59,8:59.85,8:48.58,14:01.52,29:32.01,995
5:48.28,8:10.76,9:00.09,8:48.77,14:01.82,29:32.70,994
5:48.44,8:10.94,9:00.33,8:48.96,14:02.12,29:33.39,993
5:48.60,8:11.11,9:00.58,8:49.15,14:02.42,29:34.08,992
5:48.75,8:11.29,9:00.82,8:49.34,14:02.72,29:34.78,991
5:48.91,8:11.47,9:01.06,8:49.53,14:03.03,29:35.47,990
5:49.07,8:11.64,9:01.30,8:49.72,14:03.33,29:36.17,989
5:49.22,8:11.82,9:01.54,8:49.91,14:03.63,29:36.86,988
5:49.38,8:11.99,9:01.79,8:50.10,14:03.93,29:37.56,987
5:49.54,8:12.17,9:02.03,8:50.29,14:04.23,29:38.25,986
5:49.70,8:12.35,9:02.27,8:50.48,14:04.54,29:38.95,985
5:49.85,8:12.52,9:02.51,8:50.67,14:04.84,29:39.64,984
5:50.01,8:12.70,9:02.76,8:50.86,14:05.14,29:40.34,983
5:50.17,8:12.88,9:03.00,8:51.05,14:05.44,29:41.04,982
5:50.33,8:13.05,9:03.24,8:51.24,14:05.75,29:41.73,981
5:50.48,8:13.23,9:03.48,8:51.43,14:06.05,29:42.43,980
5:50.64,8:13.41,9:03.73,8:51.62,14:06.35,29:43.13,979
5:50.80,8:13.58,9:03.97,8:51.81,14:06.66,29:43.83,978
5:50.96,8:13.76,9:04.21,8:52.00,14:06.96,29:44.53,977
5:51.12,8:13.94,9:04.46,8:52.19,14:07.26,29:45.23,976
5:51.28,8:14.12,9:04.70,8:52.38,14:07.57,29:45.92,975
5:51.43,8:14.29,9:04.95,8:52.57,14:07.87,29:46.62,974
5:51.59,8:14.47,9:05.19,8:52.76,14:08.17,29:47.32,973
5:51.75,8:14.65,9:05.43,8:52.96,14:08.48,29:48.03,972
5:51.91,8:14.83,9:05.68,8:53.15,14:08.78,29:48.73,971
5:52.07,8:15.00,9:05.92,8:53.34,14:09.09,29:49.43,970
5:52.23,8:15.18,9:06.17,8:53.53,14:09.39,29:50.13,969
5:52.39,8:15.36,9:06.41,8:53.72,14:09.70,29:50.83,968
5:52.54,8:15.54,9:06.66,8:53.91,14:10.00,29:51.53,967
5:52.70,8:15.72,9:06.90,8:54.10,14:10.31,29:52.24,966
5:52.86,8:15.89,9:07.15,8:54.30,14:10.61,29:52.94,965
5:53.02,8:16.07,9:07.39,8:54.49,14:10.92,29:53.64,964
5:53.18,8:16.25,9:07.64,8:54.68,14:11.22,29:54.35,963
5:53.34,8:16.43,9:07.88,8:54.87,14:11.53,29:55.05,962
5:53.50,8:16.61,9:08.13,8:55.07,14:11.83,29:55.75,961
5:53.66,8:16.79,9:08.37,8:55.26,14:12.14,29:56.46,960
5:53.82,8:16.97,9:08.62,8:55.45,14:12.45,29:57.16,959
5:53.98,8:17.15,9:08.86,8:55.64,14:12.75,29:57.87,958
5:54.14,8:17.32,9:09.11,8:55.84,14:13.06,29:58.58,957
5:54.30,8:17.50,9:09.36,8:56.03,14:13.37,29:59.28,956
5:54.46,8:17.68,9:09.60,8:56.22,14:13.67,29:59.99,955
5:54.62,8:17.86,9:09.85,8:56.41,14:13.98,30:00.69,954
5:54.78,8:18.04,9:10.09,8:56.61,14:14.29,30:01.40,953
5:54.94,8:18.22,9:10.34,8:56.80,14:14.60,30:02.11,952
5:55.10,8:18.40,9:10.59,8:56.99,14:14.90,30:02.82,951
5:55.26,8:18.58,9:10.83,8:57.19,14:15.21,30:03.53,950
5:55.42,8:18.76,9:11.08,8:57.38,14:15.52,30:04.24,949
5:55.58,8:18.94,9:11.33,8:57.57,14:15.83,30:04.94,948
5:55.74,8:19.12,9:11.58,8:57.77,14:16.13,30:05.65,947
5:55.90,8:19.30,9:11.82,8:57.96,14:16.44,30:06.36,946
5:56.06,8:19.48,9:12.07,8:58.16,14:16.75,30:07.07,945
5:56.22,8:19.66,9:12.32,8:58.35,14:17.06,30:07.79,944
5:56.38,8:19.84,9:12.57,8:58.54,14:17.37,30:08.50,943
5:56.54,8:20.02,9:12.81,8:58.74,14:17.68,30:09.21,942
5:56.71,8:20.20,9:13.06,8:58.93,14:17.99,30:09.92,941
5:56.87,8:20.38,9:13.31,8:59.13,14:18.30,30:10.63,940
5:57.03,8:20.56,9:13.56,8:59.32,14:18.61,30:11.34,939
5:57.19,8:20.74,9:13.81,8:59.52,14:18.92,30:12.06,938
5:57.35,8:20.92,9:14.06,8:59.71,14:19.23,30:12.77,937
5:57.51,8:21.10,9:14.30,8:59.91,14:19.54,30:13.48,936
5:57.67,8:21.29,9:14.55,9:00.10,14:19.85,30:14.20,935
5:57.84,8:21.47,9:14.80,9:00.30,14:20.16,30:14.91,934
5:58.00,8:21.65,9:15.05,9:00.49,14:20.47,30:15.63,933
5:58.16,8:21.83,9:15.30,9:00.69,14:20.78,30:16.34,932
5:58.32,8:22.01,9:15.55,9:00.88,14:21.09,30:17.06,931
5:58.48,8:22.19,9:15.80,9:01.08,14:21.40,30:17.78,930
5:58.65,8:22.37,9:16.05,9:01.27,14:21.71,30:18.49,929
5:58.81,8:22.56,9:16.30,9:01.47,14:22.02,30:19.21,928
5:58.97,8:22.74,9:16.55,9:01.66,14:22.33,30:19.93,927
5:59.13,8:22.92,9:16.80,9:01.86,14:22.64,30:20.64,926
5:59.30,8:23.10,9:17.05,9:02.06,14:22.96,30:21.36,925
5:59.46,8:23.28,9:17.30,9:02.25,14:23.27,30:22.08,924
5:59.62,8:23.47,9:17.55,9:02.45,14:23.58,30:22.80,923
5:59.78,8:23.65,9:17.80,9:02.65,14:23.89,30:23.52,922
5:59.95,8:23.83,9:18.05,9:02.84,14:24.21,30:24.24,921
6:00.11,8:24.01,9:18.30,9:03.04,14:24.52,30:24.96,920
6:00.27,8:24.20,9:18.55,9:03.24,14:24.83,30:25.68,919
6:00.44,8:24.38,9:18.80,9:03.43,14:25.14,30:26.40,918
6:00.60,8:24.56,9:19.06,9:03.63,14:25.46,30:27.12,917
6:00.76,8:24.74,9:19.31,9:03.83,14:25.77,30:27.84,916
6:00.93,8:24.93,9:19.56,9:04.02,14:26.08,30:28.56,915
6:01.09,8:25.11,9:19.81,9:04.22,14:26.40,30:29.29,914
6:01.25,8:25.29,9:20.06,9:04.42,14:26.71,30:30.01,913
6:01.42,8:25.48,9:20.31,9:04.61,14:27.03,30:30.73,912
6:01.58,8:25.66,9:20.57,9:04.81,14:27.34,30:31.45,911
6:01.74,8:25.84,9:20.82,9:05.01,14:27.65,30:32.18,910
6:01.91,8:26.03,9:21.07,9:05.21,14:27.97,30:32.90,909
6:02.07,8:26.21,9:21.32,9:05.41,14:28.28,30:33.63,908
6:02.24,8:26.40,9:21.58,9:05.60,14:28.60,30:34.35,907
6:02.40,8:26.58,9:21.83,9:05.80,14:28.91,30:35.08,906
6:02.56,8:26.76,9:22.08,9:06.00,14:29.23,30:35.80,905
6:02.73,8:26.95,9:22.33,9:06.20,14:29.54,30:36.53,904
6:02.89,8:27.13,9:22.59,9:06.40,14:29.86,30:37.26,903
6:03.06,8:27.32,9:22.84,9:06.59,14:30.18,30:37.98,902
6:03.22,8:27.50,9:23.09,9:06.79,14:30.49,30:38.71,901
6:03.39,8:27.69,9:23.35,9:06.99,14:30.81,30:39.44,900
6:03.55,8:27.87,9:23.60,9:07.19,14:31.12,30:40.17,899
6:03.72,8:28.06,9:23.86,9:07.39,14:31.44,30:40.90,898
6:03.88,8:28.24,9:24.11,9:07.59,14:31.76,30:41.62,897
6:04.05,8:28.43,9:24.36,9:07.79,14:32.07,30:42.35,896
6:04.21,8:28.61,9:24.62,9:07.99,14:32.39,30:43.08,895
6:04.38,8:28.80,9:24.87,9:08.19,14:32.71,30:43.81,894
6:04.54,8:28.98,9:25.13,9:08.39,14:33.03,30:44.55,893
6:04.71,8:29.17,9:25.38,9:08.59,14:33.34,30:45.28,892
6:04.87,8:29.35,9:25.64,9:08.79,14:33.66,30:46.01,891
6:05.04,8:29.54,9:25.89,9:08.99,14:33.98,30:46.74,890
6:05.20,8:29.72,9:26.15,9:09.19,14:34.30,30:47.47,889
6:05.37,8:29.91,9:26.40,9:09.39,14:34.62,30:48.21,888
6:05.54,8:30.09,9:26.66,9:09.59,14:34.93,30:48.94,887
6:05.70,8:30.28,9:26.91,9:09.79,14:35.25,30:49.67,886
6:05.87,8:30.47,9:27.17,9:09.99,14:35.57,30:50.41,885
6:06.03,8:30.65,9:27.43,9:10.19,14:35.89,30:51.14,884
6:06.20,8:30.84,9:27.68,9:10.39,14:36.21,30:51.88,883
6:06.37,8:31.03,9:27.94,9:10.59,14:36.53,30:52.61,882
6:06.53,8:31.21,9:28.19,9:10.79,14:36.85,30:53.35,881
6:06.70,8:31.40,9:28.45,9:10.99,14:37.17,30:54.08,880
6:06.87,8:31.59,9:28.71,9:11.19,14:37.49,30:54.82,879
6:07.03,8:31.77,9:28.96,9:11.39,14:37.81,30:55.56,878
6:07.20,8:31.96,9:29.22,9:11.59,14:38.13,30:56.29,877
6:07.37,8:32.15,9:29.48,9:11.80,14:38.45,30:57.03,876
6:07.54,8:32.33,9:29.74,9:12.00,14:38.77,30:57.77,875
6:07.70,8:32.52,9:29.99,9:12.20,14:39.09,30:58.51,874
6:07.87,8:32.71,9:30.25,9:12.40,14:39.41,30:59.25,873
6:08.04,8:32.90,9:30.51,9:12.60,14:39.73,30:59.99,872
6:08.20,8:33.08,9:30.77,9:12.80,14:40.05,31:00.73,871
6:08.37,8:33.27,9:31.02,9:13.01,14:40.37,31:01.47,870
6:08.54,8:33.46,9:31.28,9:13.21,14:40.70,31:02.21,869
6:08.71,8:33.65,9:31.54,9:13.41,14:41.02,31:02.95,868
6:08.88,8:33.83,9:31.80,9:13.61,14:41.34,31:03.69,867
6:09.04,8:34.02,9:32.06,9:13.82,14:41.66,31:04.43,866
6:09.21,8:34.21,9:32.32,9:14.02,14:41.99,31:05.17,865
6:09.38,8:34.40,9:32.57,9:14.22,14:42.31,31:05.92,864
6:09.55,8:34.59,9:32.83,9:14.42,14:42.63,31:06.66,863
6:09.72,8:34.78,9:33.09,9:14.63,14:42.95,31:07.40,862
6:09.88,8:34.97,9:33.35,9:14.83,14:43.28,31:08.15,861
6:10.05,8:35.15,9:33.61,9:15.03,14:43.60,31:08.89,860
6:10.22,8:35.34,9:33.87,9:15.24,14:43.92,31:09.64,859
6:10.39,8:35.53,9:34.13,9:15.44,14:44.25,31:10.38,858
6:10.56,8:35.72,9:34.39,9:15.64,14:44.57,31:11.13,857
6:10.73,8:35.91,9:34.65,9:15.85,14:44.90,31:11.88,856
6:10.90,8:36.10,9:34.91,9:16.05,14:45.22,31:12.62,855
6:11.07,8:36.29,9:35.17,9:16.26,14:45.54,31:13.37,854
6:11.24,8:36.48,9:35.43,9:16.46,14:45.87,31:14.12,853
6:11.40,8:36.67,9:35.69,9:16.66,14:46.19,31:14.87,852
6:11.57,8:36.86,9:35.95,9:16.87,14:46.52,31:15.61,851
6:11.74,8:37.05,9:36.21,9:17.07,14:46.84,31:16.36,850
6:11.91,8:37.24,9:36.48,9:17.28,14:47.17,31:17.11,849
6:12.08,8:37.43,9:36.74,9:17.48,14:47.50,31:17.86,848
6:12.25,8:37.62,9:37.00,9:17.69,14:47.82,31:18.61,847
6:12.42,8:37.81,9:37.26,9:17.89,14:48.15,31:19.36,846
6:12.59,8:38.00,9:37.52,9:18.10,14:48.47,31:20.11,845
6:12.76,8:38.19,9:37.78,9:18.30,14:48.80,31:20.87,844
6:12.93,8:38.38,9:38.05,9:18.51,14:49.13,31:21.62,843
6:13.10,8:38.57,9:38.31,9:18.71,14:49.45,31:22.37,842
6:13.27,8:38.76,9:38.57,9:18.92,14:49.78,31:23.12,841
6:13.44,8:38.95,9:38.83,9:19.12,14:50.11,31:23.88,840
6:13.61,8:39.14,9:39.09,9:19.33,14:50.44,31:24.63,839
6:13.79,8:39.34,9:39.36,9:19.54,14:50.76,31:25.39,838
6:13.96,8:39.53,9:39.62,9:19.74,14:51.09,31:26.14,837
6:14.13,8:39.72,9:39.88,9:19.95,14:51.42,31:26.90,836
6:14.30,8:39.91,9:40.15,9:20.16,14:51.75,31:27.65,835
6:14.47,8:40.10,9:40.41,9:20.36,14:52.08,31:28.41,834
6:14.64,8:40.29,9:40.67,9:20.57,14:52.40,31:29.16,833
6:14.81,8:40.49,9:40.94,9:20.77,14:52.73,31:29.92,832
6:14.98,8:40.68,9:41.20,9:20.98,14:53.06,31:30.68,831
6:15.15,8:40.87,9:41.47,9:21.19,14:53.39,31:31.44,830
6:15.33,8:41.06,9:41.73,9:21.40,14:53.72,31:32.19,829
6:15.50,8:41.26,9:41.99,9:21.60,14:54.05,31:32.95,828
6:15.67,8:41.45,9:42.26,9:21.81,14:54.38,31:33.71,827
6:15.84,8:41.64,9:42.52,9:22.02,14:54.71,31:34.47,826
6:16.01,8:41.83,9:42.79,9:22.23,14:55.04,31:35.23,825
6:16.19,8:42.03,9:43.05,9:22.43,14:55.37,31:35.99,824
6:16.36,8:42.22,9:43.32,9:22.64,14:55.70,31:36.75,823
6:16.53,8:42.41,9:43.58,9:22.85,14:56.03,31:37.52,822
6:16.70,8:42.61,9:43.85,9:23.06,14:56.36,31:38.28,821
6:16.88,8:42.80,9:44.12,9:23.26,14:56.69,31:39.04,820
6:17.05,8:42.99,9:44.38,9:23.47,14:57.03,31:39.80,819
6:17.22,8:43.19,9:44.65,9:23.68,14:57.36,31:40.57,818
6:17.39,8:43.38,9:44.91,9:23.89,14:57.69,31:41.33,817
6:17.57,8:43.57,9:45.18,9:24.10,14:58.02,31:42.10,816
6:17.74,8:43.77,9:45.45,9:24.31,14:58.35,31:42.86,815
6:17.91,8:43.96,9:45.71,9:24.52,14:58.68,31:43.63,814
6:18.09,8:44.16,9:45.98,9:24.73,14:59.02,31:44.39,813
6:18.26,8:44.35,9:46.25,9:24.93,14:59.35,31:45.16,812
6:18.43,8:44.54,9:46.51,9:25.14,14:59.68,31:45.93,811
6:18.61,8:44.74,9:46.78,9:25.35,15:00.02,31:46.69,810
6:18.78,8:44.93,9:47.05,9:25.56,15:00.35,31:47.46,809
6:18.96,8:45.13,9:47.32,9:25.77,15:00.68,31:48.23,808
6:19.13,8:45.32,9:47.58,9:25.98,15:01.02,31:49.00,807
6:19.30,8:45.52,9:47.85,9:26.19,15:01.35,31:49.77,806
6:19.48,8:45.71,9:48.12,9:26.40,15:01.69,31:50.54,805
6:19.65,8:45.91,9:48.39,9:26.61,15:02.02,31:51.31,804
6:19.83,8:46.10,9:48.66,9:26.82,15:02.35,31:52.08,803
6:20.00,8:46.30,9:48.93,9:27.03,15:02.69,31:52.85,802
6:20.18,8:46.50,9:49.20,9:27.24,15:03.02,31:53.62,801
6:20.35,8:46.69,9:49.46,9:27.46,15:03.36,31:54.39,800
6:20.52,8:46.89,9:49.73,9:27.67,15:03.70,31:55.16,799
6:20.70,8:47.08,9:50.00,9:27.88,15:04.03,31:55.94,798
6:20.87,8:47.28,9:50.27,9:28.09,15:04.37,31:56.71,797
6:21.05,8:47.48,9:50.54,9:28.30,15:04.70,31:57.48,796
6:21.23,8:47.67,9:50.81,9:28.51,15:05.04,31:58.26,795
6:21.40,8:47.87,9:51.08,9:28.72,15:05.38,31:59.03,794
6:21.58,8:48.06,9:51.35,9:28.93,15:05.71,31:59.81,793
6:21.75,8:48.26,9:51.62,9:29.15,15:06.05,32:00.58,792
6:21.93,8:48.46,9:51.89,9:29.36,15:06.39,32:01.36,791
6:22.10,8:48.66,9:52.16,9:29.57,15:06.72,32:02.14,790
6:22.28,8:48.85,9:52.43,9:29.78,15:07.06,32:02.92,789
6:22.46,8:49.05,9:52.71,9:30.00,15:07.40,32:03.69,788
6:22.63,8:49.25,9:52.98,9:30.21,15:07.74,32:04.47,787
6:22.81,8:49.44,9:53.25,9:30.42,15:08.08,32:05.25,786
6:22.98,8:49.64,9:53.52,9:30.63,15:08.41,32:06.03,785
6:23.16,8:49.84,9:53.79,9:30.85,15:08.75,32:06.81,784
6:23.34,8:50.04,9:54.06,9:31.06,15:09.09,32:07.59,783
6:23.51,8:50.24,9:54.34,9:31.27,15:09.43,32:08.37,782
6:23.69,8:50.43,9:54.61,9:31.49,15:09.77,32:09.15,781
6:23.87,8:50.63,9:54.88,9:31.70,15:10.11,32:09.93,780
6:24.04,8:50.83,9:55.15,9:31.91,15:10.45,32:10.72,779
6:24.22,8:51.03,9:55.43,9:32.13,15:10.79,32:11.50,778
6:24.40,8:51.23,9:55.70,9:32.34,15:11.13,32:12.28,777
6:24.58,8:51.43,9:55.97,9:32.55,15:11.47,32:13.07,776
6:24.75,8:51.63,9:56.24,9:32.77,15:11.81,32:13.85,775
6:24.93,8:51.82,9:56.52,9:32.98,15:12.15,32:14.64,774
6:25.11,8:52.02,9:56.79,9:33.20,15:12.49,32:15.42,773
6:25.29,8:52.22,9:57.07,9:33.41,15:12.83,32:16.21,772
6:25.47,8:52.42,9:57.34,9:33.63,15:13.18,32:16.99,771
6:25.64,8:52.62,9:57.61,9:33.84,15:13.52,32:17.78,770
6:25.82,8:52.82,9:57.89,9:34.06,15:13.86,32:18.57,769
6:26.00,8:53.02,9:58.16,9:34.27,15:14.20,32:19.36,768
6:26.18,8:53.22,9:58.44,9:34.49,15:14.54,32:20.14,767
6:26.36,8:53.42,9:58.71,9:34.70,15:14.89,32:20.93,766
6:26.54,8:53.62,9:58.99,9:34.92,15:15.23,32:21.72,765
6:26.71,8:53.82,9:59.26,9:35.13,15:15.57,32:22.51,764
6:26.89,8:54.02,9:59.54,9:35.35,15:15.92,32:23.30,763
6:27.07,8:54.22,9:59.81,9:35.56,15:16.26,32:24.09,762
6:27.25,8:54.42,10:00.09,9:35.78,15:16.60,32:24.89,761
6:27.43,8:54.62,10:00.37,9:36.00,15:16.95,32:25.68,760
6:27.61,8:54.82,10:00.64,9:36.21,15:17.29,32:26.47,759
6:27.79,8:55.03,10:00.92,9:36.43,15:17.64,32:27.26,758
6:27.97,8:55.23,10:01.19,9:36.65,15:17.98,32:28.06,757
6:28.15,8:55.43,10:01.47,9:36.86,15:18.33,32:28.85,756
6:28.33,8:55.63,10:01.75,9:37.08,15:18.67,32:29.65,755
6:28.51,8:55.83,10:02.03,9:37.30,15:19.02,32:30.44,754
6:28.69,8:56.03,10:02.30,9:37.51,15:19.36,32:31.24,753
6:28.87,8:56.24,10:02.58,9:37.73,15:19.71,32:32.03,752
6:29.05,8:56.44,10:02.86,9:37.95,15:20.05,32:32.83,751
6:29.23,8:56.64,10:03.14,9:38.17,15:20.40,32:33.63,750
6:29.41,8:56.84,10:03.41,9:38.39,15:20.75,32:34.42,749
6:29.59,8:57.04,10:03.69,9:38.60,15:21.09,32:35.22,748
6:29.77,8:57.25,10:03.97,9:38.82,15:21.44,32:36.02,747
6:29.95,8:57.45,10:04.25,9:39.04,15:21.79,32:36.82,746
6:30.13,8:57.65,10:04.53,9:39.26,15:22.14,32:37.62,745
6:30.32,8:57.86,10:04.81,9:39.48,15:22.48,32:38.42,744
6:30.50,8:58.06,10:05.09,9:39.70,15:22.83,32:39.22,743
6:30.68,8:58.26,10:05.36,9:39.91,15:23.18,32:40.02,742
6:30.86,8:58.47,10:05.64,9:40.13,15:23.53,32:40.83,741
6:31.04,8:58.67,10:05.92,9:40.35,15:23.88,32:41.63,740
6:31.22,8:58.87,10:06.20,9:40.57,15:24.22,32:42.43,739
6:31.40,8:59.08,10:06.48,9:40.79,15:24.57,32:43.24,738
6:31.59,8:59.28,10:06.76,9:41.01,15:24.92,32:44.04,737
6:31.77,8:59.48,10:07.04,9:41.23,15:25.27,32:44.85,736
6:31.95,8:59.69,10:07.32,9:41.45,15:25.62,32:45.65,735
6:32.13,8:59.89,10:07.61,9:41.67,15:25.97,32:46.46,734
6:32.32,9:00.10,10:07.89,9:41.89,15:26.32,32:47.26,733
6:32.50,9:00.30,10:08.17,9:42.11,15:26.67,32:48.07,732
6:32.68,9:00.51,10:08.45,9:42.33,15:27.02,32:48.88,731
6:32.86,9:00.71,10:08.73,9:42.55,15:27.38,32:49.69,730
6:33.05,9:00.92,10:09.01,9:42.77,15:27.73,32:50.49,729
6:33.23,9:01.12,10:09.29,9:42.99,15:28.08,32:51.30,728
6:33.41,9:01.33,10:09.58,9:43.21,15:28.43,32:52.11,727
6:33.60,9:01.53,10:09.86,9:43.44,15:28.78,32:52.92,726
6:33.78,9:01.74,10:10.14,9:43.66,15:29.13,32:53.73,725
6:33.96,9:01.94,10:10.42,9:43.88,15:29.49,32:54.55,724
6:34.15,9:02.15,10:10.71,9:44.10,15:29.84,32:55.36,723
6:34.33,9:02.36,10:10.99,9:44.32,15:30.19,32:56.17,722
6:34.52,9:02.56,10:11.27,9:44.54,15:30.55,32:56.98,721
6:34.70,9:02.77,10:11.56,9:44.77,15:30.90,32:57.80,720
6:34.88,9:02.98,10:11.84,9:44.99,15:31.25,32:58.61,719
6:35.07,9:03.18,10:12.13,9:45.21,15:31.61,32:59.43,718
6:35.25,9:03.39,10:12.41,9:45.43,15:31.96,33:00.24,717
6:35.44,9:03.60,10:12.69,9:45.66,15:32.31,33:01.06,716
6:35.62,9:03.80,10:12.98,9:45.88,15:32.67,33:01.88,715
6:35.81,9:04.01,10:13.26,9:46.10,15:33.02,33:02.69,714
6:35.99,9:04.22,10:13.55,9:46.33,15:33.38,33:03.51,713
6:36.18,9:04.42,10:13.83,9:46.55,15:33.73,33:04.33,712
6:36.36,9:04.63,10:14.12,9:46.77,15:34.09,33:05.15,711
6:36.55,9:04.84,10:14.40,9:47.00,15:34.45,33:05.97,710
6:36.73,9:05.05,10:14.69,9:47.22,15:34.80,33:06.79,709
6:36.92,9:05.26,10:14.98,9:47.44,15:35.16,33:07.61,708
6:37.11,9:05.46,10:15.26,9:47.67,15:35.52,33:08.43,707
6:37.29,9:05.67,10:15.55,9:47.89,15:35.87,33:09.25,706
6:37.48,9:05.88,10:15.83,9:48.12,15:36.23,33:10.07,705
6:37.66,9:06.09,10:16.12,9:48.34,15:36.59,33:10.90,704
6:37.85,9:06.30,10:16.41,9:48.57,15:36.94,33:11.72,703
6:38.04,9:06.51,10:16.70,9:48.79,15:37.30,33:12.54,702
6:38.22,9:06.72,10:16.98,9:49.02,15:37.66,33:13.37,701
6:38.41,9:06.93,10:17.27,9:49.24,15:38.02,33:14.19,700
6:38.60,9:07.14,10:17.56,9:49.47,15:38.38,33:15.02,699
6:38.78,9:07.34,10:17.85,9:49.69,15:38.74,33:15.85,698
6:38.97,9:07.55,10:18.13,9:49.92,15:39.10,33:16.67,697
6:39.16,9:07.76,10:18.42,9:50.15,15:39.46,33:17.50,696
6:39.35,9:07.97,10:18.71,9:50.37,15:39.82,33:18.33,695
6:39.53,9:08.18,10:19.00,9:50.60,15:40.18,33:19.16,694
6:39.72,9:08.39,10:19.29,9:50.82,15:40.54,33:19.99,693
6:39.91,9:08.61,10:19.58,9:51.05,15:40.90,33:20.82,692
6:40.10,9:08.82,10:19.87,9:51.28,15:41.26,33:21.65,691
6:40.29,9:09.03,10:20.16,9:51.50,15:41.62,33:22.48,690
6:40.47,9:09.24,10:20.45,9:51.73,15:41.98,33:23.31,689
6:40.66,9:09.45,10:20.74,9:51.96,15:42.34,33:24.14,688
6:40.85,9:09.66,10:21.03,9:52.19,15:42.70,33:24.98,687
6:41.04,9:09.87,10:21.32,9:52.41,15:43.06,33:25.81,686
6:41.23,9:10.08,10:21.61,9:52.64,15:43.43,33:26.64,685
6:41.42,9:10.29,10:21.90,9:52.87,15:43.79,33:27.48,684
6:41.61,9:10.51,10:22.19,9:53.10,15:44.15,33:28.31,683
6:41.80,9:10.72,10:22.48,9:53.33,15:44.52,33:29.15,682
6:41.99,9:10.93,10:22.77,9:53.55,15:44.88,33:29.99,681
