Distance,Gender,Finish Time,IAAF Points,Joggler,Nationality,Date,Event / Venue,Notes / Result Links
3b 100m,F,0:00:28.73,0,Sanne Carper,NLD,09/08/2025,"European Joggling Championships 2025, EJC Arnhem",EJC results in Joggler's United Group
3b 400m,F,0:02:22.04,0,Sanne Carper,NLD,09/08/2025,"European Joggling Championships 2025, EJC Arnhem",EJC results in Joggler's United Group
3b 5km,F,0:45:12.00,0,Ada Van Stralen,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
