Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
25,0:00:14.10,205,Jeremy Stanley,M,Unknown,15/07/2008,"IJA, Kentucky",https://dev.juggle.org/history/champs/champs2008.php
26,0:00:14.14,200,Sebastian Siwiec,M,POL,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
27,0:00:14.20,191,Dylan Waickman,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
27,0:00:14.20,191,Jared Ashton,M,Unknown,24/07/2018,"IJA, Springfield",IJA Database
29,0:00:14.41,163,Ben Thompson,M,Unknown,25/07/2015,"IJA, Quebec",IJA Database
30,0:00:14.50,152,Paul Williams,M,Unknown,18/07/1981,"IJA, Cleveland, Ohio",https://dev.juggle.org/history/champs/champs1981.php
30,0:00:14.50,152,Sam Hartford,M,Unknown,17/07/2002,"IJA, Reading, Pennsylvania",https://dev.juggle.org/history/champs/champs2002.php
30,0:00:14.50,152,Nicolas Souren,M,Unknown,21/07/2012,"IJA, Winston-Salem",IJA Database
30,0:00:14.50,152,Stephan Cipra,M,Unknown,2021,IJA Virtual,IJA Database
34,0:00:14.52,150,Joe Lyons,M,Unknown,25/07/2015,"IJA, Quebec",http://www.juggling.org/orgs/ija/champs.txt
35,0:00:14.56,145,Jim Steffens,M,Unknown,20/07/1991,"IJA, St. Louis",http://www.juggling.org/orgs/ija/champs.txt
35,0:00:14.56,145,Derek Holm,M,Unknown,25/07/2015,"IJA, Quebec",IJA Database
37,0:00:14.60,140,Joey Spicola,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
37,0:00:14.60,140,Joe Spicola,M,Unknown,21/07/2012,"IJA, Winston-Salem",IJA Database
39,0:00:14.62,138,Ben Fry,M,Unknown,24/07/2018,"IJA, Springfield",IJA Database
40,0:00:14.63,137,Michel Lauzière,M,CAN,23/07/1983,"IJA, Purchase, NY",http://www.juggling.org/orgs/ija/champs.txt
41,0:00:14.64,136,Michael Nance,M,Unknown,25/07/2015,"IJA, Quebec",http://www.juggling.org/orgs/ija/champs.txt
42,0:00:14.73,125,Matthew Feldman,M,USA,2021,IJA Virtual,IJA Database
43,0:00:14.74,124,Alexander Armbruster,M,DEU,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
44,0:00:14.80,118,Joe Sonnenburg,M,Unknown,30/07/1999,"IJA, Niagara Falls",IJA Database
44,0:00:14.80,118,Tim Hark,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
44,0:00:14.80,118,Andrew Swan,M,Unknown,20/07/1996,"IJA, Rapid City",https://dev.juggle.org/history/champs/champs1996.php
44,0:00:14.80,118,Len Ferman,M,USA,21/07/2012,"IJA, Winston-Salem",IJA Database
48,0:00:14.83,114,Yvon Tourigny,M,Unknown,23/07/1983,"IJA, Purchase, NY",http://www.juggling.org/orgs/ija/champs.txt
49,0:00:14.84,113,Vaclav Peca,M,CZE,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
50,0:00:14.85,112,Bill Giduz,M,USA,18/07/1981,"IJA, Cleveland, Ohio",https://dev.juggle.org/history/champs/champs1981.php
