Distance,Gender,Finish Time,IAAF Points,Joggler,Nationality,Date,Event / Venue,Notes / Result Links
3b 100m,M,0:00:15.28,98,Christian Roberto Lopez Rogriguez,ESP,19/11/2022,Time Trial,https://www.guinnessworldrecords.com/world-records/112079-fastest-100-m-joggling-with-three-objects-blindfolded
3c 100m,M,0:00:46.60,0,Vicente Peris Tamarit,ESP,09/08/2025,"European Joggling Championships 2025, EJC Arnhem",EJC results in Joggler's United Group
3b 400m,M,0:03:03.65,0,Vicente Peris Tamarit,ESP,09/08/2025,"European Joggling Championships 2025, EJC Arnhem",EJC results in Joggler's United Group
