Ranking,Finish Time,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
1,2:59:26.00,JoAnn Ireland,F,USA,23/04/2022,St. Lukes's Half Marathon,https://runsignup.com/Race/Results/11383?customResultsPageId=55324
