Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
1,0:40:06.00,763,Gabrielle Foran,F,CAN,04/06/2016,"Moon in June, Burlington, Ontario",http://www.recordholders.org/en/list/joggling.html
2,0:42:58.00,642,Trish Evans,F,USA,12/11/2011,"Mandarin Run, Jacksonville, Florida",http://www.recordholders.org/en/list/joggling.html
3,0:58:23.00,172,EJ Coldham,F,GBR,24/09/2023,Chester Zoo,https://www.strava.com/activities/9909298131
