Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
1,0:22:40.00,17,Dominic Lodge,M,GBR,17/08/2025,Time Trial,
2,0:22:44.00,16,Scott Jenkins,M,GBR,20/04/2024,"British Joggler Meetup, Darlington",Manually recorded by Chris Edwin
3,0:29:29.00,0,Karel Schuller,M,NLD,11/04/2026,Karpendonkse plas parkrun,"https://www.parkrun.co.nl/karpendonkseplas/results/2026-04-11/
https://strava.app.link/ZQWZracOf2b"
