Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
1,0:01:53.49,0,Delaney Bayles,F,Unknown,11/07/2024,"IJA, Green Bay",IJA Database
2,0:03:23.00,0,JoAnn Ireland,F,USA,2021,IJA Virtual,IJA Database
3,0:03:29.60,0,Gabrielle Foran,F,CAN,29/06/2019,"IJA, Fort Wayne",IJA Database
