10 km,15 km,10 Miles,20 km,HM,25 km,30 km,Marathon,100 km,Points
51:51,1:19:22,1:25:28,1:47:24,1:53:34,2:18:25,2:51:08,4:14:45,11:33:12,336
51:53,1:19:25,1:25:32,1:47:28,1:53:39,2:18:30,2:51:16,4:14:56,11:33:42,335
51:55,1:19:28,1:25:35,1:47:32,1:53:44,2:18:36,2:51:23,4:15:07,11:34:11,334
51:57,1:19:32,1:25:38,1:47:37,1:53:48,2:18:42,2:51:30,4:15:18,11:34:40,333
51:59,1:19:35,1:25:42,1:47:41,1:53:53,2:18:48,2:51:37,4:15:30,11:35:09,332
52:01,1:19:38,1:25:45,1:47:45,1:53:57,2:18:53,2:51:45,4:15:41,11:35:39,331
52:03,1:19:41,1:25:49,1:47:50,1:54:02,2:18:59,2:51:52,4:15:52,11:36:08,330
52:05,1:19:44,1:25:52,1:47:54,1:54:07,2:19:05,2:51:59,4:16:03,11:36:38,329
52:07,1:19:48,1:25:56,1:47:59,1:54:11,2:19:11,2:52:07,4:16:15,11:37:07,328
52:09,1:19:51,1:25:59,1:48:03,1:54:16,2:19:16,2:52:14,4:16:26,11:37:37,327
52:12,1:19:54,1:26:03,1:48:07,1:54:21,2:19:22,2:52:21,4:16:37,11:38:06,326
52:14,1:19:57,1:26:06,1:48:12,1:54:25,2:19:28,2:52:29,4:16:49,11:38:36,325
52:16,1:20:01,1:26:10,1:48:16,1:54:30,2:19:34,2:52:36,4:17:00,11:39:06,324
52:18,1:20:04,1:26:13,1:48:21,1:54:35,2:19:40,2:52:43,4:17:12,11:39:35,323
52:20,1:20:07,1:26:17,1:48:25,1:54:39,2:19:45,2:52:51,4:17:23,11:40:05,322
52:22,1:20:10,1:26:20,1:48:29,1:54:44,2:19:51,2:52:58,4:17:34,11:40:35,321
52:24,1:20:14,1:26:24,1:48:34,1:54:49,2:19:57,2:53:05,4:17:46,11:41:05,320
52:26,1:20:17,1:26:27,1:48:38,1:54:53,2:20:03,2:53:13,4:17:57,11:41:35,319
52:28,1:20:20,1:26:31,1:48:43,1:54:58,2:20:09,2:53:20,4:18:09,11:42:05,318
52:31,1:20:23,1:26:34,1:48:47,1:55:03,2:20:15,2:53:28,4:18:20,11:42:35,317
52:33,1:20:27,1:26:38,1:48:52,1:55:08,2:20:21,2:53:35,4:18:32,11:43:05,316
52:35,1:20:30,1:26:41,1:48:56,1:55:12,2:20:27,2:53:43,4:18:43,11:43:35,315
52:37,1:20:33,1:26:45,1:49:01,1:55:17,2:20:32,2:53:50,4:18:55,11:44:05,314
52:39,1:20:37,1:26:49,1:49:05,1:55:22,2:20:38,2:53:57,4:19:07,11:44:35,313
52:41,1:20:40,1:26:52,1:49:10,1:55:27,2:20:44,2:54:05,4:19:18,11:45:06,312
52:43,1:20:43,1:26:56,1:49:14,1:55:31,2:20:50,2:54:12,4:19:30,11:45:36,311
52:45,1:20:47,1:26:59,1:49:19,1:55:36,2:20:56,2:54:20,4:19:41,11:46:06,310
52:48,1:20:50,1:27:03,1:49:23,1:55:41,2:21:02,2:54:28,4:19:53,11:46:37,309
52:50,1:20:53,1:27:06,1:49:28,1:55:46,2:21:08,2:54:35,4:20:05,11:47:07,308
52:52,1:20:57,1:27:10,1:49:32,1:55:50,2:21:14,2:54:43,4:20:16,11:47:38,307
52:54,1:21:00,1:27:14,1:49:37,1:55:55,2:21:20,2:54:50,4:20:28,11:48:08,306
52:56,1:21:03,1:27:17,1:49:41,1:56:00,2:21:26,2:54:58,4:20:40,11:48:39,305
52:58,1:21:07,1:27:21,1:49:46,1:56:05,2:21:32,2:55:05,4:20:52,11:49:09,304
53:01,1:21:10,1:27:24,1:49:50,1:56:10,2:21:38,2:55:13,4:21:03,11:49:40,303
53:03,1:21:13,1:27:28,1:49:55,1:56:15,2:21:44,2:55:21,4:21:15,11:50:11,302
53:05,1:21:17,1:27:32,1:50:00,1:56:19,2:21:50,2:55:28,4:21:27,11:50:42,301
53:07,1:21:20,1:27:35,1:50:04,1:56:24,2:21:56,2:55:36,4:21:39,11:51:13,300
53:09,1:21:23,1:27:39,1:50:09,1:56:29,2:22:02,2:55:43,4:21:51,11:51:43,299
53:12,1:21:27,1:27:43,1:50:13,1:56:34,2:22:08,2:55:51,4:22:02,11:52:14,298
53:14,1:21:30,1:27:46,1:50:18,1:56:39,2:22:14,2:55:59,4:22:14,11:52:45,297
53:16,1:21:34,1:27:50,1:50:23,1:56:44,2:22:20,2:56:06,4:22:26,11:53:16,296
53:18,1:21:37,1:27:54,1:50:27,1:56:49,2:22:26,2:56:14,4:22:38,11:53:48,295
53:20,1:21:40,1:27:57,1:50:32,1:56:54,2:22:33,2:56:22,4:22:50,11:54:19,294
53:23,1:21:44,1:28:01,1:50:36,1:56:58,2:22:39,2:56:30,4:23:02,11:54:50,293
53:25,1:21:47,1:28:05,1:50:41,1:57:03,2:22:45,2:56:37,4:23:14,11:55:21,292
53:27,1:21:51,1:28:08,1:50:46,1:57:08,2:22:51,2:56:45,4:23:26,11:55:53,291
53:29,1:21:54,1:28:12,1:50:50,1:57:13,2:22:57,2:56:53,4:23:38,11:56:24,290
53:31,1:21:58,1:28:16,1:50:55,1:57:18,2:23:03,2:57:01,4:23:50,11:56:55,289
53:34,1:22:01,1:28:19,1:51:00,1:57:23,2:23:09,2:57:08,4:24:02,11:57:27,288
53:36,1:22:04,1:28:23,1:51:04,1:57:28,2:23:16,2:57:16,4:24:14,11:57:58,287
53:38,1:22:08,1:28:27,1:51:09,1:57:33,2:23:22,2:57:24,4:24:26,11:58:30,286
53:40,1:22:11,1:28:31,1:51:14,1:57:38,2:23:28,2:57:32,4:24:39,11:59:02,285
53:43,1:22:15,1:28:34,1:51:18,1:57:43,2:23:34,2:57:40,4:24:51,11:59:33,284
53:45,1:22:18,1:28:38,1:51:23,1:57:48,2:23:40,2:57:48,4:25:03,12:00:05,283
53:47,1:22:22,1:28:42,1:51:28,1:57:53,2:23:47,2:57:56,4:25:15,12:00:37,282
53:49,1:22:25,1:28:46,1:51:33,1:57:58,2:23:53,2:58:03,4:25:27,12:01:09,281
53:52,1:22:29,1:28:49,1:51:37,1:58:03,2:23:59,2:58:11,4:25:40,12:01:41,280
53:54,1:22:32,1:28:53,1:51:42,1:58:08,2:24:05,2:58:19,4:25:52,12:02:13,279
53:56,1:22:36,1:28:57,1:51:47,1:58:13,2:24:12,2:58:27,4:26:04,12:02:45,278
53:58,1:22:39,1:29:01,1:51:52,1:58:18,2:24:18,2:58:35,4:26:16,12:03:17,277
54:01,1:22:43,1:29:04,1:51:56,1:58:23,2:24:24,2:58:43,4:26:29,12:03:49,276
54:03,1:22:46,1:29:08,1:52:01,1:58:28,2:24:31,2:58:51,4:26:41,12:04:21,275
54:05,1:22:50,1:29:12,1:52:06,1:58:33,2:24:37,2:58:59,4:26:53,12:04:54,274
54:08,1:22:53,1:29:16,1:52:11,1:58:39,2:24:43,2:59:07,4:27:06,12:05:26,273
54:10,1:22:57,1:29:20,1:52:16,1:58:44,2:24:50,2:59:15,4:27:18,12:05:58,272
54:12,1:23:00,1:29:23,1:52:21,1:58:49,2:24:56,2:59:23,4:27:31,12:06:31,271
54:15,1:23:04,1:29:27,1:52:25,1:58:54,2:25:02,2:59:31,4:27:43,12:07:03,270
54:17,1:23:08,1:29:31,1:52:30,1:58:59,2:25:09,2:59:39,4:27:56,12:07:36,269
54:19,1:23:11,1:29:35,1:52:35,1:59:04,2:25:15,2:59:47,4:28:08,12:08:08,268
54:21,1:23:15,1:29:39,1:52:40,1:59:09,2:25:21,2:59:55,4:28:21,12:08:41,267
54:24,1:23:18,1:29:43,1:52:45,1:59:14,2:25:28,3:00:04,4:28:33,12:09:14,266
54:26,1:23:22,1:29:47,1:52:50,1:59:20,2:25:34,3:00:12,4:28:46,12:09:47,265
54:28,1:23:25,1:29:50,1:52:55,1:59:25,2:25:41,3:00:20,4:28:58,12:10:20,264
54:31,1:23:29,1:29:54,1:52:59,1:59:30,2:25:47,3:00:28,4:29:11,12:10:53,263
54:33,1:23:33,1:29:58,1:53:04,1:59:35,2:25:54,3:00:36,4:29:24,12:11:26,262
54:35,1:23:36,1:30:02,1:53:09,1:59:40,2:26:00,3:00:44,4:29:36,12:11:59,261
54:38,1:23:40,1:30:06,1:53:14,1:59:46,2:26:07,3:00:53,4:29:49,12:12:32,260
54:40,1:23:43,1:30:10,1:53:19,1:59:51,2:26:13,3:01:01,4:30:02,12:13:05,259
54:43,1:23:47,1:30:14,1:53:24,1:59:56,2:26:20,3:01:09,4:30:15,12:13:38,258
54:45,1:23:51,1:30:18,1:53:29,2:00:01,2:26:26,3:01:17,4:30:27,12:14:12,257
54:47,1:23:54,1:30:22,1:53:34,2:00:07,2:26:33,3:01:25,4:30:40,12:14:45,256
54:50,1:23:58,1:30:26,1:53:39,2:00:12,2:26:39,3:01:34,4:30:53,12:15:18,255
54:52,1:24:02,1:30:30,1:53:44,2:00:17,2:26:46,3:01:42,4:31:06,12:15:52,254
54:54,1:24:05,1:30:34,1:53:49,2:00:22,2:26:52,3:01:50,4:31:19,12:16:26,253
54:57,1:24:09,1:30:38,1:53:54,2:00:28,2:26:59,3:01:59,4:31:32,12:16:59,252
54:59,1:24:13,1:30:41,1:53:59,2:00:33,2:27:06,3:02:07,4:31:45,12:17:33,251
55:02,1:24:16,1:30:45,1:54:04,2:00:38,2:27:12,3:02:15,4:31:57,12:18:07,250
55:04,1:24:20,1:30:49,1:54:09,2:00:44,2:27:19,3:02:24,4:32:10,12:18:41,249
55:06,1:24:24,1:30:53,1:54:14,2:00:49,2:27:25,3:02:32,4:32:23,12:19:15,248
55:09,1:24:28,1:30:57,1:54:19,2:00:54,2:27:32,3:02:41,4:32:36,12:19:49,247
55:11,1:24:31,1:31:01,1:54:24,2:01:00,2:27:39,3:02:49,4:32:50,12:20:23,246
55:14,1:24:35,1:31:05,1:54:29,2:01:05,2:27:45,3:02:58,4:33:03,12:20:57,245
55:16,1:24:39,1:31:10,1:54:34,2:01:10,2:27:52,3:03:06,4:33:16,12:21:31,244
55:18,1:24:43,1:31:14,1:54:39,2:01:16,2:27:59,3:03:14,4:33:29,12:22:05,243
55:21,1:24:46,1:31:18,1:54:44,2:01:21,2:28:06,3:03:23,4:33:42,12:22:40,242
55:23,1:24:50,1:31:22,1:54:50,2:01:27,2:28:12,3:03:31,4:33:55,12:23:14,241
55:26,1:24:54,1:31:26,1:54:55,2:01:32,2:28:19,3:03:40,4:34:08,12:23:48,240
55:28,1:24:58,1:31:30,1:55:00,2:01:37,2:28:26,3:03:49,4:34:22,12:24:23,239
55:31,1:25:01,1:31:34,1:55:05,2:01:43,2:28:33,3:03:57,4:34:35,12:24:58,238
55:33,1:25:05,1:31:38,1:55:10,2:01:48,2:28:39,3:04:06,4:34:48,12:25:32,237
55:36,1:25:09,1:31:42,1:55:15,2:01:54,2:28:46,3:04:14,4:35:02,12:26:07,236
55:38,1:25:13,1:31:46,1:55:20,2:01:59,2:28:53,3:04:23,4:35:15,12:26:42,235
55:40,1:25:17,1:31:50,1:55:26,2:02:05,2:29:00,3:04:32,4:35:28,12:27:17,234
55:43,1:25:20,1:31:54,1:55:31,2:02:10,2:29:07,3:04:40,4:35:42,12:27:52,233
55:45,1:25:24,1:31:59,1:55:36,2:02:16,2:29:14,3:04:49,4:35:55,12:28:27,232
55:48,1:25:28,1:32:03,1:55:41,2:02:21,2:29:20,3:04:58,4:36:09,12:29:02,231
55:50,1:25:32,1:32:07,1:55:47,2:02:27,2:29:27,3:05:06,4:36:22,12:29:37,230
55:53,1:25:36,1:32:11,1:55:52,2:02:32,2:29:34,3:05:15,4:36:36,12:30:13,229
55:55,1:25:40,1:32:15,1:55:57,2:02:38,2:29:41,3:05:24,4:36:49,12:30:48,228
55:58,1:25:44,1:32:19,1:56:02,2:02:44,2:29:48,3:05:33,4:37:03,12:31:24,227
56:00,1:25:47,1:32:23,1:56:08,2:02:49,2:29:55,3:05:41,4:37:16,12:31:59,226
56:03,1:25:51,1:32:28,1:56:13,2:02:55,2:30:02,3:05:50,4:37:30,12:32:35,225
56:06,1:25:55,1:32:32,1:56:18,2:03:00,2:30:09,3:05:59,4:37:44,12:33:10,224
56:08,1:25:59,1:32:36,1:56:23,2:03:06,2:30:16,3:06:08,4:37:57,12:33:46,223
56:11,1:26:03,1:32:40,1:56:29,2:03:12,2:30:23,3:06:17,4:38:11,12:34:22,222
56:13,1:26:07,1:32:45,1:56:34,2:03:17,2:30:30,3:06:26,4:38:25,12:34:58,221
56:16,1:26:11,1:32:49,1:56:39,2:03:23,2:30:37,3:06:35,4:38:39,12:35:34,220
56:18,1:26:15,1:32:53,1:56:45,2:03:29,2:30:44,3:06:44,4:38:53,12:36:10,219
56:21,1:26:19,1:32:57,1:56:50,2:03:34,2:30:51,3:06:53,4:39:07,12:36:46,218
56:23,1:26:23,1:33:02,1:56:56,2:03:40,2:30:58,3:07:02,4:39:20,12:37:22,217
56:26,1:26:27,1:33:06,1:57:01,2:03:46,2:31:06,3:07:11,4:39:34,12:37:59,216
56:29,1:26:31,1:33:10,1:57:06,2:03:52,2:31:13,3:07:20,4:39:48,12:38:35,215
56:31,1:26:35,1:33:14,1:57:12,2:03:57,2:31:20,3:07:29,4:40:02,12:39:12,214
56:34,1:26:39,1:33:19,1:57:17,2:04:03,2:31:27,3:07:38,4:40:16,12:39:48,213
56:36,1:26:43,1:33:23,1:57:23,2:04:09,2:31:34,3:07:47,4:40:30,12:40:25,212
56:39,1:26:47,1:33:27,1:57:28,2:04:15,2:31:41,3:07:56,4:40:44,12:41:02,211
56:42,1:26:51,1:33:32,1:57:34,2:04:20,2:31:49,3:08:05,4:40:59,12:41:39,210
56:44,1:26:55,1:33:36,1:57:39,2:04:26,2:31:56,3:08:14,4:41:13,12:42:16,209
56:47,1:26:59,1:33:40,1:57:45,2:04:32,2:32:03,3:08:23,4:41:27,12:42:53,208
56:49,1:27:03,1:33:45,1:57:50,2:04:38,2:32:10,3:08:32,4:41:41,12:43:30,207
56:52,1:27:07,1:33:49,1:57:56,2:04:44,2:32:18,3:08:42,4:41:55,12:44:07,206
56:55,1:27:11,1:33:54,1:58:01,2:04:50,2:32:25,3:08:51,4:42:10,12:44:44,205
56:57,1:27:15,1:33:58,1:58:07,2:04:56,2:32:32,3:09:00,4:42:24,12:45:22,204
57:00,1:27:19,1:34:02,1:58:12,2:05:01,2:32:40,3:09:09,4:42:38,12:45:59,203
57:03,1:27:23,1:34:07,1:58:18,2:05:07,2:32:47,3:09:19,4:42:53,12:46:37,202
57:05,1:27:27,1:34:11,1:58:24,2:05:13,2:32:54,3:09:28,4:43:07,12:47:15,201
57:08,1:27:32,1:34:16,1:58:29,2:05:19,2:33:02,3:09:37,4:43:22,12:47:52,200
57:11,1:27:36,1:34:20,1:58:35,2:05:25,2:33:09,3:09:47,4:43:36,12:48:30,199
57:13,1:27:40,1:34:25,1:58:40,2:05:31,2:33:17,3:09:56,4:43:51,12:49:08,198
57:16,1:27:44,1:34:29,1:58:46,2:05:37,2:33:24,3:10:06,4:44:05,12:49:46,197
57:19,1:27:48,1:34:34,1:58:52,2:05:43,2:33:32,3:10:15,4:44:20,12:50:24,196
57:21,1:27:52,1:34:38,1:58:57,2:05:49,2:33:39,3:10:25,4:44:35,12:51:03,195
57:24,1:27:57,1:34:43,1:59:03,2:05:55,2:33:47,3:10:34,4:44:49,12:51:41,194
57:27,1:28:01,1:34:47,1:59:09,2:06:01,2:33:54,3:10:44,4:45:04,12:52:19,193
57:30,1:28:05,1:34:52,1:59:15,2:06:07,2:34:02,3:10:53,4:45:19,12:52:58,192
57:32,1:28:09,1:34:56,1:59:20,2:06:13,2:34:09,3:11:03,4:45:34,12:53:37,191
57:35,1:28:13,1:35:01,1:59:26,2:06:19,2:34:17,3:11:12,4:45:49,12:54:15,190
57:38,1:28:18,1:35:05,1:59:32,2:06:26,2:34:24,3:11:22,4:46:03,12:54:54,189
57:41,1:28:22,1:35:10,1:59:38,2:06:32,2:34:32,3:11:32,4:46:18,12:55:33,188
57:43,1:28:26,1:35:15,1:59:43,2:06:38,2:34:40,3:11:41,4:46:33,12:56:12,187
57:46,1:28:30,1:35:19,1:59:49,2:06:44,2:34:47,3:11:51,4:46:48,12:56:51,186
57:49,1:28:35,1:35:24,1:59:55,2:06:50,2:34:55,3:12:01,4:47:03,12:57:31,185
57:52,1:28:39,1:35:29,2:00:01,2:06:56,2:35:03,3:12:10,4:47:19,12:58:10,184
57:55,1:28:43,1:35:33,2:00:07,2:07:03,2:35:10,3:12:20,4:47:34,12:58:49,183
57:57,1:28:48,1:35:38,2:00:13,2:07:09,2:35:18,3:12:30,4:47:49,12:59:29,182
58:00,1:28:52,1:35:43,2:00:19,2:07:15,2:35:26,3:12:40,4:48:04,13:00:09,181
58:03,1:28:56,1:35:47,2:00:24,2:07:21,2:35:34,3:12:50,4:48:19,13:00:49,180
58:06,1:29:01,1:35:52,2:00:30,2:07:28,2:35:42,3:13:00,4:48:35,13:01:28,179
58:09,1:29:05,1:35:57,2:00:36,2:07:34,2:35:49,3:13:09,4:48:50,13:02:09,178
58:11,1:29:09,1:36:01,2:00:42,2:07:40,2:35:57,3:13:19,4:49:05,13:02:49,177
58:14,1:29:14,1:36:06,2:00:48,2:07:47,2:36:05,3:13:29,4:49:21,13:03:29,176
58:17,1:29:18,1:36:11,2:00:54,2:07:53,2:36:13,3:13:39,4:49:36,13:04:09,175
58:20,1:29:23,1:36:16,2:01:00,2:07:59,2:36:21,3:13:49,4:49:52,13:04:50,174
58:23,1:29:27,1:36:20,2:01:06,2:08:06,2:36:29,3:13:59,4:50:07,13:05:30,173
58:26,1:29:32,1:36:25,2:01:12,2:08:12,2:36:37,3:14:10,4:50:23,13:06:11,172
58:29,1:29:36,1:36:30,2:01:18,2:08:19,2:36:45,3:14:20,4:50:39,13:06:52,171
58:32,1:29:41,1:36:35,2:01:25,2:08:25,2:36:53,3:14:30,4:50:54,13:07:33,170
58:35,1:29:45,1:36:40,2:01:31,2:08:31,2:37:01,3:14:40,4:51:10,13:08:14,169
58:37,1:29:50,1:36:45,2:01:37,2:08:38,2:37:09,3:14:50,4:51:26,13:08:55,168
58:40,1:29:54,1:36:49,2:01:43,2:08:44,2:37:17,3:15:00,4:51:42,13:09:36,167
58:43,1:29:59,1:36:54,2:01:49,2:08:51,2:37:25,3:15:11,4:51:58,13:10:18,166
58:46,1:30:03,1:36:59,2:01:55,2:08:58,2:37:33,3:15:21,4:52:13,13:11:00,165
58:49,1:30:08,1:37:04,2:02:01,2:09:04,2:37:42,3:15:31,4:52:29,13:11:41,164
58:52,1:30:12,1:37:09,2:02:08,2:09:11,2:37:50,3:15:42,4:52:45,13:12:23,163
58:55,1:30:17,1:37:14,2:02:14,2:09:17,2:37:58,3:15:52,4:53:02,13:13:05,162
58:58,1:30:21,1:37:19,2:02:20,2:09:24,2:38:06,3:16:02,4:53:18,13:13:47,161
59:01,1:30:26,1:37:24,2:02:26,2:09:31,2:38:14,3:16:13,4:53:34,13:14:29,160
59:04,1:30:31,1:37:29,2:02:33,2:09:37,2:38:23,3:16:23,4:53:50,13:15:12,159
59:07,1:30:35,1:37:34,2:02:39,2:09:44,2:38:31,3:16:34,4:54:06,13:15:54,158
59:10,1:30:40,1:37:39,2:02:45,2:09:51,2:38:39,3:16:44,4:54:23,13:16:37,157
59:13,1:30:45,1:37:44,2:02:52,2:09:57,2:38:48,3:16:55,4:54:39,13:17:19,156
59:16,1:30:49,1:37:49,2:02:58,2:10:04,2:38:56,3:17:06,4:54:56,13:18:02,155
59:19,1:30:54,1:37:54,2:03:04,2:10:11,2:39:05,3:17:16,4:55:12,13:18:45,154
59:22,1:30:59,1:37:59,2:03:11,2:10:18,2:39:13,3:17:27,4:55:29,13:19:29,153
59:25,1:31:03,1:38:04,2:03:17,2:10:24,2:39:22,3:17:38,4:55:45,13:20:12,152
59:28,1:31:08,1:38:09,2:03:24,2:10:31,2:39:30,3:17:48,4:56:02,13:20:55,151
59:32,1:31:13,1:38:14,2:03:30,2:10:38,2:39:39,3:17:59,4:56:19,13:21:39,150
59:35,1:31:18,1:38:20,2:03:37,2:10:45,2:39:47,3:18:10,4:56:35,13:22:23,149
59:38,1:31:23,1:38:25,2:03:43,2:10:52,2:39:56,3:18:21,4:56:52,13:23:07,148
59:41,1:31:27,1:38:30,2:03:50,2:10:59,2:40:04,3:18:32,4:57:09,13:23:51,147
59:44,1:31:32,1:38:35,2:03:56,2:11:06,2:40:13,3:18:43,4:57:26,13:24:35,146
59:47,1:31:37,1:38:40,2:04:03,2:11:13,2:40:22,3:18:54,4:57:43,13:25:19,145
59:50,1:31:42,1:38:46,2:04:10,2:11:20,2:40:30,3:19:05,4:58:00,13:26:04,144
59:53,1:31:47,1:38:51,2:04:16,2:11:27,2:40:39,3:19:16,4:58:17,13:26:48,143
59:57,1:31:52,1:38:56,2:04:23,2:11:34,2:40:48,3:19:27,4:58:34,13:27:33,142
1:00:00,1:31:57,1:39:01,2:04:30,2:11:41,2:40:57,3:19:38,4:58:51,13:28:18,141
1:00:03,1:32:02,1:39:07,2:04:36,2:11:48,2:41:06,3:19:49,4:59:09,13:29:03,140
1:00:06,1:32:06,1:39:12,2:04:43,2:11:55,2:41:14,3:20:00,4:59:26,13:29:48,139
1:00:09,1:32:11,1:39:17,2:04:50,2:12:02,2:41:23,3:20:12,4:59:44,13:30:34,138
1:00:13,1:32:16,1:39:23,2:04:57,2:12:09,2:41:32,3:20:23,5:00:01,13:31:19,137
1:00:16,1:32:21,1:39:28,2:05:03,2:12:17,2:41:41,3:20:34,5:00:19,13:32:05,136
1:00:19,1:32:26,1:39:34,2:05:10,2:12:24,2:41:50,3:20:46,5:00:36,13:32:51,135
1:00:22,1:32:32,1:39:39,2:05:17,2:12:31,2:41:59,3:20:57,5:00:54,13:33:37,134
1:00:26,1:32:37,1:39:45,2:05:24,2:12:38,2:42:08,3:21:09,5:01:12,13:34:24,133
1:00:29,1:32:42,1:39:50,2:05:31,2:12:46,2:42:17,3:21:20,5:01:29,13:35:10,132
1:00:32,1:32:47,1:39:55,2:05:38,2:12:53,2:42:26,3:21:32,5:01:47,13:35:57,131
1:00:36,1:32:52,1:40:01,2:05:45,2:13:00,2:42:36,3:21:43,5:02:05,13:36:44,130
1:00:39,1:32:57,1:40:07,2:05:52,2:13:08,2:42:45,3:21:55,5:02:23,13:37:31,129
1:00:42,1:33:02,1:40:12,2:05:59,2:13:15,2:42:54,3:22:06,5:02:41,13:38:18,128
1:00:46,1:33:07,1:40:18,2:06:06,2:13:23,2:43:03,3:22:18,5:02:59,13:39:05,127
1:00:49,1:33:13,1:40:23,2:06:13,2:13:30,2:43:13,3:22:30,5:03:18,13:39:53,126
1:00:52,1:33:18,1:40:29,2:06:20,2:13:38,2:43:22,3:22:42,5:03:36,13:40:40,125
1:00:56,1:33:23,1:40:35,2:06:27,2:13:45,2:43:31,3:22:54,5:03:54,13:41:28,124
1:00:59,1:33:28,1:40:40,2:06:34,2:13:53,2:43:41,3:23:06,5:04:13,13:42:16,123
1:01:03,1:33:34,1:40:46,2:06:41,2:14:00,2:43:50,3:23:18,5:04:31,13:43:05,122
1:01:06,1:33:39,1:40:52,2:06:48,2:14:08,2:44:00,3:23:30,5:04:50,13:43:53,121
1:01:10,1:33:44,1:40:57,2:06:56,2:14:16,2:44:09,3:23:42,5:05:09,13:44:42,120
1:01:13,1:33:49,1:41:03,2:07:03,2:14:23,2:44:19,3:23:54,5:05:27,13:45:31,119
1:01:16,1:33:55,1:41:09,2:07:10,2:14:31,2:44:29,3:24:06,5:05:46,13:46:20,118
1:01:20,1:34:00,1:41:15,2:07:18,2:14:39,2:44:38,3:24:18,5:06:05,13:47:09,117
1:01:23,1:34:06,1:41:21,2:07:25,2:14:47,2:44:48,3:24:30,5:06:24,13:47:59,116
1:01:27,1:34:11,1:41:26,2:07:32,2:14:55,2:44:58,3:24:43,5:06:43,13:48:49,115
1:01:31,1:34:17,1:41:32,2:07:40,2:15:02,2:45:07,3:24:55,5:07:02,13:49:39,114
1:01:34,1:34:22,1:41:38,2:07:47,2:15:10,2:45:17,3:25:07,5:07:22,13:50:29,113
1:01:38,1:34:28,1:41:44,2:07:55,2:15:18,2:45:27,3:25:20,5:07:41,13:51:19,112
1:01:41,1:34:33,1:41:50,2:08:02,2:15:26,2:45:37,3:25:33,5:08:00,13:52:10,111
1:01:45,1:34:39,1:41:56,2:08:10,2:15:34,2:45:47,3:25:45,5:08:20,13:53:01,110
1:01:48,1:34:44,1:42:02,2:08:17,2:15:42,2:45:57,3:25:58,5:08:39,13:53:52,109
1:01:52,1:34:50,1:42:08,2:08:25,2:15:50,2:46:07,3:26:10,5:08:59,13:54:43,108
1:01:56,1:34:55,1:42:14,2:08:33,2:15:58,2:46:17,3:26:23,5:09:19,13:55:35,107
1:01:59,1:35:01,1:42:20,2:08:40,2:16:07,2:46:27,3:26:36,5:09:39,13:56:27,106
1:02:03,1:35:07,1:42:27,2:08:48,2:16:15,2:46:38,3:26:49,5:09:59,13:57:19,105
1:02:07,1:35:13,1:42:33,2:08:56,2:16:23,2:46:48,3:27:02,5:10:19,13:58:11,104
1:02:11,1:35:18,1:42:39,2:09:04,2:16:31,2:46:58,3:27:15,5:10:39,13:59:04,103
1:02:14,1:35:24,1:42:45,2:09:12,2:16:40,2:47:08,3:27:28,5:10:59,13:59:57,102
1:02:18,1:35:30,1:42:51,2:09:19,2:16:48,2:47:19,3:27:41,5:11:19,14:00:50,101
1:02:22,1:35:36,1:42:58,2:09:27,2:16:56,2:47:29,3:27:54,5:11:40,14:01:43,100
1:02:26,1:35:42,1:43:04,2:09:35,2:17:05,2:47:40,3:28:08,5:12:00,14:02:37,99
1:02:29,1:35:47,1:43:10,2:09:43,2:17:13,2:47:50,3:28:21,5:12:21,14:03:30,98
1:02:33,1:35:53,1:43:17,2:09:51,2:17:22,2:48:01,3:28:34,5:12:42,14:04:25,97
1:02:37,1:35:59,1:43:23,2:10:00,2:17:30,2:48:12,3:28:48,5:13:03,14:05:19,96
1:02:41,1:36:05,1:43:30,2:10:08,2:17:39,2:48:22,3:29:01,5:13:24,14:06:14,95
1:02:45,1:36:11,1:43:36,2:10:16,2:17:48,2:48:33,3:29:15,5:13:45,14:07:09,94
1:02:49,1:36:17,1:43:43,2:10:24,2:17:56,2:48:44,3:29:29,5:14:06,14:08:04,93
1:02:53,1:36:23,1:43:49,2:10:32,2:18:05,2:48:55,3:29:42,5:14:27,14:09:00,92
1:02:57,1:36:30,1:43:56,2:10:41,2:18:14,2:49:06,3:29:56,5:14:49,14:09:56,91
1:03:01,1:36:36,1:44:02,2:10:49,2:18:23,2:49:17,3:30:10,5:15:10,14:10:52,90
1:03:05,1:36:42,1:44:09,2:10:57,2:18:32,2:49:28,3:30:24,5:15:32,14:11:48,89
1:03:09,1:36:48,1:44:16,2:11:06,2:18:41,2:49:39,3:30:38,5:15:54,14:12:45,88
1:03:13,1:36:54,1:44:22,2:11:14,2:18:50,2:49:50,3:30:52,5:16:16,14:13:42,87
1:03:17,1:37:01,1:44:29,2:11:23,2:18:59,2:50:01,3:31:07,5:16:38,14:14:40,86
1:03:21,1:37:07,1:44:36,2:11:31,2:19:08,2:50:13,3:31:21,5:17:00,14:15:38,85
1:03:25,1:37:13,1:44:43,2:11:40,2:19:17,2:50:24,3:31:35,5:17:22,14:16:36,84
1:03:29,1:37:20,1:44:50,2:11:49,2:19:26,2:50:36,3:31:50,5:17:45,14:17:34,83
1:03:33,1:37:26,1:44:57,2:11:58,2:19:35,2:50:47,3:32:05,5:18:07,14:18:33,82
1:03:38,1:37:33,1:45:04,2:12:06,2:19:45,2:50:59,3:32:19,5:18:30,14:19:33,81
