Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
1,1:59:26.00,0,Scott Jenkins,M,GBR,17/11/2024,Watchtree Half Marathon,https://www.strava.com/activities/12921083882  https://docs.google.com/spreadsheets/d/1xG136D94wNXM98BcByv_nZc7rszIR8WUljIfApThARk/edit?fbclid=IwY2xjawGpmTJleHRuA2FlbQIxMQABHWp8OfxOUxsaM-ty_Qqemjc3TGKVDC3alC-gNi33uGxyg1BPMsIXyaKgSw_aem_G64t2d7Le1K2E2_3y2MXPA
2,2:21:07.00,0,Peter Meyer,M,DEU,10/10/2010,Munich Half Marathon,99% 4 balls - this is close enough! https://muenchen.r.mikatiming.de/2010/?pid=search  http://home.mnet-online.de/joggling/aboutme_d.htm
