Distance,Gender,Finish Time,IAAF Points,Joggler,Nationality,Date,Event / Venue,Notes / Result Links
3b 100m,M,0:00:16.36,24,Junya Inoue,JPN,03/08/2026,European Joggling Championships 2026 - Day 2 Qualifying,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
5b 100m,M,0:01:43.94,0,Junya Inoue,JPN,04/08/2026,European Joggling Championships 2026 - Day 3 Qualifying,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
3b 400m,M,0:01:25.41,0,Junya Inoue,JPN,03/08/2026,European Joggling Championships 2026 - Day 2 Qualifying,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
3b Mile,M,0:06:17.00,50,Koutaro Kawano,JPN,28/04/2021,Time Trial,https://www.strava.com/activities/5204608300
3b 5km,M,0:23:46.00,0,Koutaro Kawano,JPN,2021,IJA Virtual,IJA Database
3b Marathon,M,4:22:24.00,0,Koutaro Kawano,JPN,28/10/2021,"Time Trial, Yokohama","https://www.strava.com/activities/6176836328 His first full marathon, a Japanese record"
