Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
1,0:01:52.70,0,Delaney Bayles,F,USA,02/08/2014,"IJA, West Lafayette",IJA Database
2,0:03:05.80,0,Meagan Nouis,F,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
3,0:03:13.80,0,Maddie Rodbourne,F,Unknown,25/07/2015,"IJA, Quebec",IJA Database
4,0:05:21.10,0,Taylor Glenn,F,USA,20/07/2011,"IJA, Rochester",IJA Database
5,0:06:09.50,0,Mara Moettus,F,USA,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
