Distance,Gender,Finish Time,IAAF Points,Joggler,Nationality,Date,Event / Venue,Notes / Result Links
3b 400m,M,0:01:24.53,0,Onur Erdem,TUR,02/08/2026,European Joggling Championships 2026 - Day 1 Qualifying,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
3b Mile,M,0:07:48.00,0,Onur Erdem,TUR,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
3b 5km,M,0:38:29.00,0,Onur Erdem,TUR,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
3b 10km,M,0:46:14.00,74,Necmi Oztoprak,TUR,13/10/2019,Munich,https://www.instagram.com/p/B3mGtkLAt7M/  https://www.abavent.de/anmeldeservice/muenchenmarathon2019/ergebnisse?en#3_CF93CE
3c 10km,M,1:05:37.00,0,Levent Denizci,TUR,2017,Ignite Istanbul,
3b Half Marathon,M,1:50:51.00,13,Necmi Oztoprak,TUR,20/10/2019,Amsterdam,https://www.instagram.com/p/B32bLemgnSv/
3b Marathon,M,4:28:48.00,0,Levent Denizci,TUR,16/11/2014,Istanbul Marathon,https://www.instagram.com/p/B8fnCXJAdqf/?hl=en  https://marathonview.net/search?query=levent%20denizci  https://www.instagram.com/p/BI34IF9jS2e/
