Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
1,0:31:53.00,28,Karly Swaim,F,USA,10/06/2023,"5 Alarm, New Jersey",https://my.raceresult.com/246738/results#1_61E9DE
2,0:36:10.00,0,Lonne Peters,F,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
