Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
1,0:26:30.00,0,Stefan Nygard,M,SWE,08/10/2024,Time Trial,"https://www.youtube.com/watch?v=wrNGUDOXDkE

https://runningmagazine.ca/the-scene/swedish-runner-breaks-5-ball-joggling-world-record"
2,0:27:06.00,0,Matthew Feldman,M,USA,24/05/2011,Time Trial,https://www.youtube.com/watch?v=04xkFcyPr4A
3,0:27:53.00,0,Barry Goldmeier,M,USA,20/07/1996,"IJA, Rapid City",https://dev.juggle.org/history/champs/champs1996.php
4,0:28:11.00,0,Billy Gillen,M,USA,1989,Time Trial,"https://www.dev.juggle.org/history/archives/jugmags/45-2/45-2,p11.htm"
5,0:31:44.00,0,Dominic Lodge,M,GBR,23/08/2025,Time Trial,Chris Edwin timed
6,0:41:27.00,0,Scott Jenkins,M,GBR,03/08/2024,Edinburgh Parkrun,https://www.parkrun.org.uk/edinburgh/results/682/
